gene,n_mutant,n_wt,median_dep_mutant,median_dep_wt,cohens_d,ci_lower,ci_upper,mann_whitney_U,p_value,fdr,significant
NDUFAF6,10,19,-0.14100628430355225,-0.0883734488323966,-0.07559015862260485,-0.8415577602333797,0.6903774429881699,78.0,0.44900677482653517,0.9957671514424514,False
GABRG3,10,19,0.1475137780768913,0.0867686363500048,-0.07557755657894569,-0.8415450758275383,0.6903899626696469,108.0,0.566279574045329,0.9980669708082962,False
FAM186A,10,19,-0.1204612331679096,-0.0872450541930841,-0.07556455787967717,-0.841531992188075,0.6904028764287206,86.0,0.6965315574003802,0.9988360751396637,False
LEP,10,19,-0.08337994709809685,-0.0329359163913429,-0.07555579096777557,-0.8415231679969009,0.6904115860613498,85.0,0.6629166175161066,0.9988360751396637,False
B4GALNT1,10,19,-0.08583282863582309,-0.0610229210233032,-0.07550790634938523,-0.8414749706379941,0.6904591579392237,96.0,0.981696878345011,0.9999464088524015,False
PLXNA3,10,19,0.02994384621099085,0.0589458749633635,-0.07542719430965715,-0.8413937319061497,0.6905393432868354,80.0,0.5058550314784893,0.9980669708082962,False
IZUMO4,10,19,-0.0391611319899541,-0.0780781859487613,-0.07541882828976104,-0.8413853113253986,0.6905476547458764,100.0,0.8364205468225865,0.9988360751396637,False
ABCD4,10,19,-0.10952727814789726,-0.1441277838268584,-0.07533021986254759,-0.8412961253899297,0.6906356856648345,100.0,0.8364205468225865,0.9988360751396637,False
SLC23A3,10,19,0.0310065806728226,0.0917237130174098,-0.07523064394435787,-0.8411959012921448,0.6907346134034291,84.0,0.629967182435291,0.9986718302588392,False
SPECC1,10,19,0.1063244705868928,0.1195211644628151,-0.0752017794848875,-0.841166849102512,0.6907632901327371,89.0,0.8007648962689764,0.9988360751396637,False
GNB1L,10,19,-0.6137619456076031,-0.6948812206382068,-0.07519671145137889,-0.8411617481146957,0.690768325211938,92.0,0.9086766781799486,0.9988360751396637,False
JAK1,10,19,0.0069857880351177,-0.0161008136624197,-0.07503689005230768,-0.8410008886338947,0.6909271085292792,96.0,0.981696878345011,0.9999464088524015,False
GATA5,10,19,-0.00684006853350455,-0.0477305299383986,-0.07500739360893333,-0.8409712008446926,0.690956413626826,101.0,0.8007648962689764,0.9988360751396637,False
NAALAD2,10,19,0.0648754256085575,0.0589401081940183,-0.07491931700430013,-0.8408825533273879,0.6910439193187877,99.0,0.8724155330531143,0.9988360751396637,False
HNMT,10,19,-0.03191398975486445,-0.0777385117442871,-0.07491133681169443,-0.8408745214402833,0.6910518478168945,95.0,1.0,1.0,False
