gene,n_Y220C,n_other_mut,median_Y220C,median_other_mut,cohens_d,ci_lower,ci_upper,mann_whitney_U,p_value,biology,fdr,significant
ETAA1,11,784,-0.0707347208778746,-0.0774381588385967,-0.08304594051170941,-0.6781425809104079,0.512050699886989,4089.0,0.7686221290436193,,0.9884218553746712,False
SORT1,11,784,-0.1094389932498034,-0.1028824969239851,-0.08301704675002115,-0.67811367740873,0.5120795839086876,3986.0,0.6669346458421012,,0.9779285225987052,False
PSMD7,11,784,-2.3446849727536687,-2.320530234432851,-0.08296788393592151,-0.6780644980298006,0.5121287301579577,4015.0,0.6950459783166776,,0.9836831712147333,False
PDE5A,11,784,0.0508633315418895,0.03424549570302375,-0.0829255205387658,-0.678022120366669,0.5121710792891374,4134.0,0.8144562759680936,,0.9904154198173775,False
EML4,11,784,-0.1809859488393105,-0.10015138163534285,-0.08286319415738023,-0.677959773009969,0.5122333846952086,4103.0,0.7828033591030671,,0.988669641431971,False
ACLY,11,784,-0.5581712473868462,-0.45648667528028686,-0.08272132319829248,-0.6778178543644463,0.5123752079678613,3934.0,0.6177015693832909,,0.9720479354702818,False
GSX1,11,784,-0.0368868796853795,0.028023527659884397,-0.08269993145076773,-0.6777964554337005,0.5123965925321651,3788.0,0.48884695950898005,,0.9575892542967795,False
RNASE12,11,784,0.0885615674863525,0.1098805143963161,-0.08269626264552273,-0.6777927853966794,0.5124002601056339,3849.0,0.540873286114721,,0.9619688796685723,False
PLA2R1,11,784,-0.0461216750785999,-0.04595303076037775,-0.08263661010676916,-0.6777331128376618,0.5124598926241235,4054.0,0.7335155395282109,,0.9860152543262549,False
MFAP3L,11,784,0.175505664210658,0.12995431445032624,-0.08261234130492,-0.6777088358949821,0.5124841532851421,4240.0,0.9246853690562804,,0.9977803470329059,False
ASPRV1,11,784,-0.0794733415229451,-0.0513824195666797,-0.08256545588512623,-0.6776619347545145,0.5125310229842621,3983.0,0.6640522626551398,,0.9779285225987052,False
TMEM186,11,784,-0.0392398623188627,-0.056212901290918396,-0.08253850150313662,-0.6776349713387649,0.5125579683324918,4438.0,0.8682124807999416,,0.9939488272680762,False
SH2D3C,11,784,0.0156480068816644,0.00762140481432245,-0.08241329650827746,-0.6775097244201279,0.512683131403573,4436.0,0.8702939305138532,,0.9939488272680762,False
IQSEC2,11,784,0.0358172373995401,0.06911864655455435,-0.08239442971917353,-0.6774908513191651,0.512701991880818,3735.0,0.44593008667825995,,0.9529335173408287,False
SEPTIN12,10,691,-0.04760088700440845,-0.0589518951081421,-0.08239389669391513,-0.7066724866341223,0.541884693246292,3494.0,0.9517143049661632,,0.9977803470329059,False
ADGRV1,11,784,0.0201349647101875,0.0088597635249308,-0.08234096090460526,-0.6774373646245276,0.512755442815317,4334.0,0.9773222610640544,,0.9998228920813169,False
EDDM3A,11,784,0.0504414626433592,0.085460862073647,-0.08226379460085637,-0.677360172536688,0.5128325833349752,3615.0,0.35711552271274316,,0.9452202188537194,False
MARF1,11,784,0.0048522411885828,-0.0282528423252516,-0.08223443016112057,-0.6773307982915662,0.5128619379693251,4189.0,0.871334993347467,,0.9939488272680762,False
KLHL6,11,784,0.0442186316747474,0.04936551739672705,-0.08223281489320146,-0.6773291824843777,0.5128635526979748,3927.0,0.6111970513053477,,0.9720479354702818,False
HAO2,11,784,-0.2292539691958821,-0.21533909161330206,-0.08220499943858936,-0.6773013577450282,0.5128913588678494,4262.0,0.9478186831518698,,0.9977803470329059,False
OR52N2,10,691,0.0924293905105331,0.0630496285881399,-0.08217753835027924,-0.7064560501514838,0.5421009734509252,3529.0,0.9079669156150445,,0.9966679540881755,False
MSANTD3,11,784,-0.0769666448391156,-0.06575991816874845,-0.08215410923604731,-0.677250450563579,0.5129422320914845,3975.0,0.6563902620527677,,0.9779285225987052,False
SEL1L,11,784,-0.066754239480205,-0.03517609314104095,-0.08213380352798272,-0.6772301380836924,0.5129625310277269,3971.0,0.6525727080536876,,0.9772108737288214,False
NLGN3,11,784,-0.0223094814198668,-0.0283550962838408,-0.08210150736634035,-0.6771978311549379,0.5129948164222572,4270.0,0.9562427518956209,,0.9977803470329059,False
NTN3,11,784,0.0930169405004632,0.10518979134951414,-0.08206891099415892,-0.6771652239198518,0.513027401931534,4188.0,0.8702939305138532,,0.9939488272680762,False
SERPINE3,11,784,0.0184514085276304,0.0277564963485308,-0.08206775352698945,-0.6771640660670298,0.5130285590130509,4019.0,0.6989576057215148,,0.9836831712147333,False
ZNF138,11,784,0.0240686651332138,0.02709414392187315,-0.08201802421302845,-0.677114320189069,0.513078271763012,4101.0,0.7807729226840492,,0.988669641431971,False
POLRMT,11,784,-0.6377855571414719,-0.6091291616079163,-0.08198811125807476,-0.6770843972754479,0.5131081747592983,3827.0,0.5217954806945763,,0.9609494024320904,False
EIF1AX,11,784,-2.1539025222869026,-2.091646121874196,-0.08196765309835799,-0.6770639323068603,0.5131286261101444,3994.0,0.6746449750301546,,0.9797444620232986,False
OR4C6,10,691,0.02977652062774155,0.0092389557346568,-0.08194740645004944,-0.7062258353633359,0.542331022463237,3582.0,0.8422912403493024,,0.9919175002751499,False
KRTAP5-10,10,680,-0.12911704638613042,-0.10852046336888245,-0.08189860547426012,-0.7062492740302257,0.5424520630817056,3073.0,0.6018294561623418,,0.9715213070722319,False
HAGH,11,784,-0.1251380957899743,-0.11280567648425355,-0.08188709218294285,-0.6769833445957364,0.5132091602298506,4148.0,0.8288544419954422,,0.9907818521352776,False
LEKR1,11,784,0.184151517258422,0.16904003905272025,-0.08188084237194639,-0.676977092707065,0.5132154079631722,4914.0,0.4264556649603256,,0.9491199840652291,False
BZW2,11,784,0.057293702233444,0.06413600504405965,-0.0818805170350146,-0.6769767672619831,0.5132157331919538,4117.0,0.7970571334948777,,0.9892718745009693,False
TM4SF18,11,784,-0.1243645056573312,-0.0823130051757519,-0.08179882242968527,-0.6768950455129504,0.5132974006535799,3778.0,0.480582884142965,,0.9575892542967795,False
ANXA3,11,784,0.0538960571073386,0.06442771632426125,-0.08171361356444656,-0.6768098083652343,0.5133825812363411,3861.0,0.5514243122315494,,0.962435898504815,False
SS18,11,784,0.0132384376999956,0.08062922645768081,-0.08168689408783757,-0.6767830800259826,0.5134092918503075,3998.0,0.6785130506420973,,0.9803989952697795,False
RFC2,11,784,-2.1750848077194886,-2.028187632285759,-0.08150552346322268,-0.6766016493187506,0.5135906023923051,4241.0,0.9257356518160219,,0.9977803470329059,False
STH,11,784,-0.0845306037864048,-0.1036527254287416,-0.08146076415679199,-0.6765568752054565,0.5136353468918726,4301.0,0.9889236893894844,,0.9998228920813169,False
PYGO1,11,784,0.1231639721137635,0.12129635521782735,-0.0814286331235151,-0.6765247335479009,0.5136674673008707,4888.0,0.44671945774953337,,0.9529335173408287,False
TMEM127,11,784,-0.3377154210814332,-0.24315394477326158,-0.08137392439734582,-0.6764700067416748,0.5137221579469832,3934.0,0.6177015693832909,,0.9720479354702818,False
ULBP1,11,784,0.0651636297142347,0.04218704685452615,-0.0813651952499204,-0.6764612747105779,0.5137308842107372,4317.0,0.9952528852673674,,0.9998228920813169,False
FAF1,11,784,-0.107622024028786,-0.1107701619289531,-0.08129751083748935,-0.6763935679491191,0.5137985462741403,4015.0,0.6950459783166776,,0.9836831712147333,False
ELF4,11,784,-0.035929081913819,-0.041450772166656547,-0.08126507002372621,-0.6763611164301674,0.513830976382715,4394.0,0.914190060878348,,0.9972354736629678,False
S1PR5,11,784,0.0232976665640211,0.018236382815321098,-0.08123313039232138,-0.676329166263134,0.5138629054784912,4219.0,0.9026625490896898,,0.9959468246795057,False
OR1E2,10,691,-0.38109239102228504,-0.3639689702405654,-0.0812142940397588,-0.7054924604533946,0.5430638723738771,3200.0,0.6889455870976318,,0.9822667736305302,False
BBIP1,11,784,0.0848780983670567,0.0445632424833167,-0.0811667397953507,-0.6762627537797666,0.5139292741890652,4257.0,0.9425565408902711,,0.9977803470329059,False
ADIPOR1,11,784,0.0334194762631983,0.02726920527493475,-0.08110312146048755,-0.6761991144892027,0.5139928715682275,4231.0,0.9152389492272812,,0.9975095091853954,False
MBL2,11,784,0.1165506966046451,0.1420169412609408,-0.08106104223377492,-0.6761570214107389,0.5140349369431891,3908.0,0.5936970064479178,,0.9711319343101998,False
GLB1L2,11,784,0.10268413863788,0.12615778096182456,-0.08082933522101328,-0.6759252382528201,0.5142665678107935,4077.0,0.7565279141259725,,0.9879374704321743,False
SRPRA,11,784,-0.6057666751434149,-0.5987523591418087,-0.08082372190830134,-0.6759196230981266,0.5142721792815239,4034.0,0.713696768102837,,0.9853702099080308,False
CACNB4,11,784,0.119873264201504,0.11727392035039369,-0.0808165967214825,-0.6759124955733964,0.5142793021304315,4264.0,0.9499241904828271,,0.9977803470329059,False
CDS1,11,784,-0.0446652337953614,-0.059112125711800495,-0.08073957292046469,-0.6758354465125378,0.5143563006716085,4356.0,0.9541362395272845,,0.9977803470329059,False
ADCY9,11,784,0.0393354508164164,0.07342820018061365,-0.08070274589864358,-0.6757986074218605,0.5143931156245733,4227.0,0.9110442996112078,,0.9969949477352182,False
CAPZA3,11,784,0.1598279205654043,0.17566095367161016,-0.0806900437721511,-0.6757859011339369,0.5144058135896348,4014.0,0.6940693336696788,,0.9836831712147333,False
ITPRID1,11,784,0.2039777582554554,0.1866532536835011,-0.08067559118734521,-0.6757714438150171,0.5144202614403266,4348.0,0.9625640641731227,,0.9977803470329059,False
FGF10,11,784,0.0937175479367293,0.057907251217739195,-0.08063804086156832,-0.6757338811931534,0.5144577994700167,4127.0,0.8072803056010619,,0.990145827866921,False
AFMID,11,784,-0.1052420298892413,-0.0654731529165942,-0.08062341141376977,-0.6757192469564011,0.5144724241288614,3706.0,0.4233864410007412,,0.9486992474275867,False
GPR55,11,784,0.0898941519126886,0.1231220199347749,-0.08061209128177332,-0.6757079231193523,0.5144837405558058,3746.0,0.4546567697185271,,0.9539402574368955,False
TAAR2,11,784,0.0168731040683321,-0.018749997312349102,-0.08058689669496855,-0.6756827202882871,0.51450892689835,4700.0,0.6084187230117852,,0.9720479354702818,False
SMUG1,11,784,-0.3209947543917039,-0.2677216264750296,-0.08047825930323164,-0.6755740473773564,0.5146175287708932,3609.0,0.3529884909128138,,0.9452202188537194,False
XAB2,11,784,-2.4857429170482668,-2.4354374496976083,-0.08038913104692637,-0.6754848900161838,0.5147066279223311,4144.0,0.8247345840131896,,0.9904154198173775,False
BPIFC,11,784,0.0390677854627332,0.048774278293524,-0.08037399217401364,-0.6754697462028703,0.514721761854843,4327.0,0.984704588104892,,0.9998228920813169,False
MCCD1,11,784,-0.1641727519114524,-0.185615342061044,-0.08033460618030056,-0.6754303473603405,0.5147611349997394,4355.0,0.9551894565866358,,0.9977803470329059,False
RAB40B,11,784,-0.0187041106748426,-0.0322187634895645,-0.08033349175577698,-0.6754292325723519,0.5147622490607979,3934.0,0.6177015693832909,,0.9720479354702818,False
DUS2,11,784,-0.0570649764916337,-0.07425655688444849,-0.0803066024996788,-0.6754023345479626,0.514789129548605,4424.0,0.8828010090080631,,0.9952484448441508,False
ZNF345,11,784,0.161883580574819,0.15386183249877045,-0.08030161293444518,-0.6753973433560094,0.5147941174871191,4510.0,0.7939968724744826,,0.9890624252891393,False
SLC1A2,11,784,-0.1396336379730167,-0.06849050311238235,-0.08022371089492776,-0.6753194159316409,0.5148719941417854,3581.0,0.3341300950889795,,0.9451611137546672,False
RIMS1,11,784,-0.0138653821656573,-0.0240781063307187,-0.08021768141320935,-0.6753133844862067,0.5148780216597879,4066.0,0.7454936166774504,,0.9868850601124401,False
SH3RF2,11,784,-0.1701986265155283,-0.11888582847107146,-0.08017907273868861,-0.6752747632408916,0.5149166177635144,3883.0,0.5710267818501256,,0.9675294282291595,False
SSH3,11,784,0.0046630764603718,-0.044392802199167594,-0.08005482934752807,-0.6751504794377652,0.5150408207427091,4707.0,0.6019579465052145,,0.9715213070722319,False
IMMP2L,11,784,-0.0132010911244869,-0.00768957727924175,-0.08005181649507193,-0.6751474656061134,0.5150438326159696,3896.0,0.582763879019105,,0.9707455624754467,False
SLC37A1,11,784,-0.1034194755274544,-0.06009475543238295,-0.08002614364892666,-0.6751217844176288,0.5150694971197755,3695.0,0.4150130273615573,,0.9484430408460183,False
BGN,11,784,0.0604987460792743,0.08470900510584295,-0.08002460012562562,-0.6751202403928482,0.515071040141597,3995.0,0.6756111932450324,,0.9799475082972675,False
SLC7A9,11,784,-0.1099698923184611,-0.08132553947004015,-0.08000718029251258,-0.6751028149008287,0.5150884543158034,3958.0,0.6402287919012895,,0.9766598987785462,False
LTBR,11,784,0.0635725633879694,0.06021242796066005,-0.0799869803306786,-0.6750826083784941,0.5151086477171368,4253.0,0.938348620435918,,0.9977803470329059,False
PYDC1,11,784,-0.1586101256554687,-0.11558551882103185,-0.07998138860331815,-0.6750770148353571,0.5151142376287208,3970.0,0.6516197347161174,,0.9768529474416839,False
HCRTR1,11,784,-0.163378784106588,-0.1886410042897838,-0.07993962376280338,-0.6750352364367475,0.5151559889111407,4385.0,0.9236352175601976,,0.9977803470329059,False
