gene,n_Y220C,n_other_mut,median_Y220C,median_other_mut,cohens_d,ci_lower,ci_upper,mann_whitney_U,p_value,biology,fdr,significant
AGK,11,784,0.0119791231113678,0.0311894039170469,-0.8587573996655493,-1.4553351996946522,-0.26217959963644644,2717.0,0.035016870714126354,,0.858846264737305,False
HMGN5,11,784,0.0918994803538346,0.11253493767674136,-0.8575510939257014,-1.4541247016172278,-0.26097748623417494,3259.0,0.16405579211609944,,0.9030966877974155,False
HYKK,11,784,-0.13294519553372,-0.0276672884965866,-0.856436067184099,-1.453005804979732,-0.259866329388466,2706.0,0.03377842310993248,,0.858846264737305,False
NSMCE2,11,784,-0.6375780802700874,-0.4207832260560127,-0.8518571615344752,-1.448411059966717,-0.2553032631022333,2299.0,0.007795046342200299,,0.8511086511978743,False
SCN2A,11,784,-0.1180999207828657,-0.0378355405442489,-0.8492904429078981,-1.445835499496051,-0.2527453863197452,2642.0,0.027291412845877053,,0.8511086511978743,False
CNOT7,11,784,-0.335061167047777,-0.2623554473617572,-0.8492186836627378,-1.4457634934358354,-0.25267387388964013,2862.0,0.05530759372348015,,0.8674256341066815,False
EYS,11,784,0.0078434303016347,0.07437640701434359,-0.8484460850146114,-1.4449882387585586,-0.2519039312706641,2651.0,0.028133129104529742,,0.8511086511978743,False
DYNLRB2,11,784,-0.0045500055386223,0.15950647212298164,-0.8462230532931818,-1.4427575781483806,-0.24968852843798317,2091.0,0.003326595538262751,,0.843133106122356,False
YBX3,11,784,-0.3409571770346465,-0.22215764574918712,-0.8453335961222919,-1.441865074161861,-0.2488021180827228,2220.0,0.005687565111539348,,0.843133106122356,False
SHARPIN,11,784,-0.3135816221587058,-0.1477833764933868,-0.8446444976903223,-1.4411736174307563,-0.24811537794988836,2560.0,0.02057245164371776,,0.8511086511978743,False
CORIN,11,784,-0.0185579129622083,0.09092814814190445,-0.844619764929464,-1.441148800062637,-0.2480907297962911,2134.0,0.003989700832905159,,0.843133106122356,False
HEPH,11,784,0.0173119859421498,0.047838418698469096,-0.8442734301551523,-1.4408012807852524,-0.24774557952505238,3237.0,0.1554194489722267,,0.9028767691861216,False
C1orf52,11,784,-0.2237992300524197,-0.16178706758845396,-0.8420336416863429,-1.438553843666459,-0.24551343970622674,2065.0,0.002976029806658998,,0.843133106122356,False
CD63,11,784,-0.1593868534168959,-0.09917268712957665,-0.8401521887839073,-1.43666598142033,-0.24363839614748473,2739.0,0.03761036376290547,,0.858846264737305,False
BTBD9,11,784,-0.2754731164167305,-0.19629677426798087,-0.8399725300691214,-1.4364857114277707,-0.24345934871047215,2355.0,0.009687730198213958,,0.8511086511978743,False
EXTL2,11,784,-0.3457744848834638,-0.25149007819789565,-0.8397911482777088,-1.4363037126279037,-0.243278583927514,2204.0,0.005329301155860504,,0.843133106122356,False
TIMM17B,11,784,-0.0453462560326416,-0.0001630330342759624,-0.8396571579309955,-1.4361692665699048,-0.24314504929208625,2893.0,0.06072872579000192,,0.872737186731742,False
BLOC1S6,11,784,-0.1649345802672767,-0.0472024372574772,-0.8395716114883355,-1.4360834292151852,-0.24305979376148568,1742.0,0.0006806513609330769,,0.843133106122356,False
STAT4,11,784,-0.0647353902031614,0.0029061676891296503,-0.8392610199878527,-1.4357717817549556,-0.24275025822074991,2832.0,0.050451448663667665,,0.8674256341066815,False
EPS15L1,11,784,-0.1414889242632275,-0.10438524976908725,-0.8381956268144755,-1.4347027693755154,-0.24168848425343537,2860.0,0.054972154761573765,,0.8674256341066815,False
ARRB1,11,784,-0.1880618662133849,-0.10625658191029574,-0.8381134438570927,-1.4346203074276582,-0.24160658028652737,2618.0,0.02515228591416267,,0.8511086511978743,False
NASP,11,784,-0.5566618887655914,-0.4398463355802143,-0.8335025967309984,-1.4299938512486676,-0.23701134221332898,2030.0,0.0025572962139088287,,0.843133106122356,False
TBCCD1,11,784,-0.0651809391934885,0.0484826626369131,-0.8330765549367366,-1.4295663715048383,-0.23658673836863497,2213.0,0.00552823345956436,,0.843133106122356,False
ZNF208,11,784,-0.325685517886317,-0.2097514591635668,-0.8324523739206148,-1.4289400851133796,-0.23596466272785,2190.0,0.005032677828813538,,0.843133106122356,False
EIF4E,11,784,-1.6644686155893849,-1.3823302976920493,-0.8319946294216225,-1.4284807976310776,-0.2355084612121675,2336.0,0.009004026422913886,,0.8511086511978743,False
SRP9,11,784,-1.2368971130824364,-1.0806643499920199,-0.8317891756777679,-1.4282746516102454,-0.23530369974529053,2221.0,0.005710661800576374,,0.843133106122356,False
SLC2A4RG,11,784,-0.0603395883238119,0.00951575374023415,-0.8296165047643794,-1.4260946702909547,-0.23313833923780425,2749.0,0.0388422153891717,,0.858846264737305,False
PRM1,11,784,0.0199294748861298,0.07376848951398979,-0.8277237670108551,-1.424195579536009,-0.23125195448570124,2862.0,0.05530759372348015,,0.8674256341066815,False
TRIM77,11,784,-0.0754298051644108,-0.0009363562653769,-0.8276785958033462,-1.4241502568871534,-0.23120693471953913,2474.0,0.015121961091769182,,0.8511086511978743,False
NEMP2,11,784,-0.1367619166717732,-0.047628403263777444,-0.8269912250908774,-1.4234605827052407,-0.23052186747651415,3080.0,0.10347741393551527,,0.8891692666539546,False
RHOB,11,784,0.005661516908503,-0.03353527038019695,-0.8249897401428716,-1.4214524013673824,-0.22852707891836077,4893.0,0.44278055912615544,,0.9529335173408287,False
CYP2C8,11,784,-0.1428691880706754,-0.03156860758897115,-0.8216608455674539,-1.4181124050446978,-0.22520928609020996,2659.0,0.028900009914022612,,0.8511086511978743,False
ZNF543,11,784,0.0597993519614055,0.15381821020382705,-0.8210637817372626,-1.4175133547530743,-0.22461420872145088,2317.0,0.008363740282268616,,0.8511086511978743,False
ZSWIM7,11,784,-0.2770971957905169,-0.12641169087307008,-0.8186208535490022,-1.415062313792054,-0.2221793933059505,2982.0,0.07878251207846552,,0.8861923759885024,False
UTP11,11,784,-0.9337739924764092,-0.8210658212607433,-0.8166966035495419,-1.4131316904520344,-0.2202615166470494,2464.0,0.014579206011475493,,0.8511086511978743,False
TTLL6,11,784,-0.1170240735372324,-0.07250614976068409,-0.8165329790735467,-1.4129675247214628,-0.22009843342563062,2867.0,0.05615366078345679,,0.8674256341066815,False
ZNF184,11,784,0.035319118768453,0.08309716622681734,-0.8162576976289619,-1.4126913329150188,-0.21982406234290497,2274.0,0.007062678750117227,,0.8511086511978743,False
BSCL2,11,784,-0.2391785238109908,-0.19539497034663006,-0.8144297139821788,-1.4108573118375485,-0.2180021161268091,2959.0,0.07374314966943052,,0.8814711103254291,False
CASS4,11,784,-0.1326770834541547,-0.0692018980289587,-0.8099834989964616,-1.4063964682227348,-0.21357052977018842,3032.0,0.09070567321481242,,0.8891692666539546,False
PCDHGA6,11,784,-0.0407265885314988,0.0291204934288376,-0.8098504892814854,-1.4062630221165304,-0.21343795644644048,2493.0,0.01620239886142695,,0.8511086511978743,False
MYO6,11,784,-0.0663942973694001,-0.0447581424691269,-0.8081295421902288,-1.4045364352080378,-0.21172264917241967,2897.0,0.06145926918520539,,0.872737186731742,False
EFCAB13,11,784,-0.0679732591687535,0.00248482532112495,-0.807175963331413,-1.4035797364624618,-0.2107721902003642,2733.0,0.03688732989242089,,0.858846264737305,False
FCRL1,11,784,-0.1084846133519654,0.0184109660596541,-0.8060171934246187,-1.402417180267734,-0.2096172065815034,2622.0,0.02549839417203123,,0.8511086511978743,False
SPA17,11,784,0.0488367598568739,0.1137497628651334,-0.8038233035265421,-1.4002161366532728,-0.20743047039981133,2160.0,0.004446735339153288,,0.843133106122356,False
GPR179,11,784,-0.2998455078446617,-0.21255382088478,-0.8035714677561745,-1.3999634809526489,-0.2071794545597001,3063.0,0.09879976192662704,,0.8891692666539546,False
PPP2R5E,11,784,-0.2050449582199307,-0.10368478740282219,-0.8024156578899437,-1.3988039112662858,-0.2060274045136017,2132.0,0.003956375610135749,,0.843133106122356,False
CCNH,11,784,-1.367412189400711,-1.1913630362116054,-0.8023456579857042,-1.3987336838271793,-0.20595763214422924,2597.0,0.02340116995434802,,0.8511086511978743,False
SLC22A15,11,784,-0.2702974418203202,-0.16749461623778256,-0.8011684327069895,-1.3975526349357343,-0.20478423047824457,2134.0,0.003989700832905159,,0.843133106122356,False
TFAP2C,11,784,-0.2475807700883974,-0.20797090368426796,-0.7977585291679679,-1.3941316876186127,-0.201385370717323,3355.0,0.20600273053895846,,0.9194897037486607,False
LPAR6,11,784,-0.02598987728285,0.07175263273971616,-0.7976628859570474,-1.394035735320755,-0.20129003659333977,2366.0,0.010104374770418586,,0.8511086511978743,False
GRM5,11,784,0.0338987363298598,0.0139592536308655,-0.7966886235902679,-1.393058326565456,-0.20031892061508005,3639.0,0.37392580257972385,,0.9482065559849578,False
CDH12,11,784,0.0522449655745138,0.11759919480545315,-0.795848165616375,-1.39221515740157,-0.19948117383117991,2357.0,0.009762325113747921,,0.8511086511978743,False
RBM26,11,784,-0.1932458917010258,-0.07079221593243655,-0.7954902400940692,-1.391856078130906,-0.19912440205723236,2846.0,0.05267127320385856,,0.8674256341066815,False
TBC1D10C,11,784,-0.3210968492004503,-0.2073695728357056,-0.7948555887026806,-1.3912193822548422,-0.19849179515051896,2551.0,0.01993124672589462,,0.8511086511978743,False
EAF1,11,784,-0.8069622336003182,-0.3835435832151874,-0.7932983638963222,-1.389657147842943,-0.19693957994970146,2282.0,0.007290018298313005,,0.8511086511978743,False
ZNF814,11,784,-0.007383627954854,0.0673556465969147,-0.7909276291149467,-1.3872788051699363,-0.1945764530599572,2560.0,0.02057245164371776,,0.8511086511978743,False
GABRA4,11,784,-0.0369911451651176,0.0373605690211814,-0.790017621832566,-1.3863658836178532,-0.19366936004727886,2248.0,0.006367130284948193,,0.8511086511978743,False
HOXC4,11,784,-0.233749053357508,-0.16777933179103205,-0.7874652008208187,-1.3838053063843663,-0.19112509525727117,2644.0,0.027476559162388746,,0.8511086511978743,False
UBE2K,11,784,-0.4411795170335574,-0.2307488932906543,-0.7824026733039877,-1.3787266794039725,-0.1860786672040028,2681.0,0.031102368088186297,,0.858846264737305,False
PHC1,11,784,-0.3847949344222248,-0.26590881731418364,-0.7804323901308595,-1.3767501584396173,-0.1841146218221016,3223.0,0.15010606958684594,,0.9021647760635169,False
PVALB,11,784,-0.009101999190477,0.03811193305284365,-0.7804116735045005,-1.3767293763089468,-0.18409397070005407,2735.0,0.037127014596769724,,0.858846264737305,False
SNRK,11,784,0.0230743621735598,0.09215847662848306,-0.7802647680588941,-1.376582006409778,-0.1839475297080102,2711.0,0.03433663225278539,,0.858846264737305,False
DESI2,11,784,-0.0055811358850171,0.07436308972306671,-0.779263871609026,-1.3755779478617103,-0.18294979535634182,2176.0,0.004751061655297162,,0.843133106122356,False
IL7,11,784,0.0316690540975041,0.1005857575028625,-0.7787509950116217,-1.3750634525169563,-0.18243853750628714,2893.0,0.06072872579000192,,0.872737186731742,False
RAD23B,11,784,-0.2696923571212277,-0.121796923025276,-0.7782443953819661,-1.3745552549933358,-0.18193353577059657,2477.0,0.015288220797323516,,0.8511086511978743,False
MYCBPAP,11,784,-0.301928758170816,-0.1986027215592143,-0.7767468880484162,-1.3730530303436905,-0.18044074575314184,2743.0,0.03809905684765105,,0.858846264737305,False
OR6A2,10,691,-0.1977071146226355,-0.0762400899223319,-0.7765337274425737,-1.4021193573528716,-0.15094809753227578,1729.0,0.00664910105709462,,0.8511086511978743,False
CSRP1,11,784,0.0068923287093407,0.051432089753504454,-0.7765053671118557,-1.3728107494364579,-0.18019998478725352,2947.0,0.07122041827608006,,0.8794878562614289,False
M6PR,11,784,-0.0516543247892504,0.0157672417925528,-0.776143339195116,-1.3724475828021676,-0.17983909558806455,2554.0,0.02014301594206407,,0.8511086511978743,False
HMGCS2,11,784,0.033293065995807,0.0562518682614304,-0.7755878087564311,-1.371890306034203,-0.17928531147865923,3255.0,0.16245922034370996,,0.9030966877974155,False
ATP1B4,11,784,-0.2037191114403125,-0.12076983047438719,-0.7740805772419084,-1.3703783427576335,-0.17778281172618315,2046.0,0.002741536149434839,,0.843133106122356,False
PNMA2,11,784,0.0299187967580853,0.09693465132361084,-0.7739783018045768,-1.370275746571667,-0.1776808570374867,2650.0,0.028038513334806173,,0.8511086511978743,False
ZNF652,11,784,-0.0578103146702626,0.018908718180098302,-0.7730028157446566,-1.3692972033859674,-0.17670842810334575,2660.0,0.028997123889689766,,0.8511086511978743,False
MYH15,11,784,0.0131885479445684,0.0858291603959346,-0.7719803803298281,-1.3682715678298742,-0.17568919282978201,2550.0,0.01986109018757683,,0.8511086511978743,False
NOSTRIN,11,784,-0.1054352654773246,-0.0349347072222966,-0.7715631449825643,-1.3678530277812346,-0.17527326218389394,2656.0,0.02861034619474789,,0.8511086511978743,False
SUV39H2,11,784,-0.1000532940380682,-0.0098638337939638,-0.7709456637832159,-1.3672336169977686,-0.1746577105686632,2210.0,0.005461190224836496,,0.843133106122356,False
CYSLTR1,11,784,0.0056212947363126,0.04721420313833685,-0.7709256717517509,-1.3672135625183643,-0.17463778098513727,3035.0,0.09146488814028575,,0.8891692666539546,False
SMO,11,784,-0.1980702240843836,-0.09638906346015086,-0.7703407695807034,-1.366626834036493,-0.17405470512491372,2070.0,0.0030407085116236,,0.843133106122356,False
ARHGAP21,11,784,-0.1961768654677587,-0.1012017828618679,-0.7700898419332385,-1.3663751233104513,-0.17380456055602556,2526.0,0.01824080865039149,,0.8511086511978743,False
PDCD4,11,784,0.0065039305137359,0.0777103905911336,-0.7696687388889409,-1.3659527066863424,-0.1733847710915395,2082.0,0.003201201019633171,,0.843133106122356,False
OR12D3,10,691,-0.00777831095631305,0.0881342612689442,-0.7692069244075396,-1.3947677520631323,-0.14364609675194684,1968.0,0.019386284691804066,,0.8511086511978743,False
UNC80,11,784,-0.1724974849511198,-0.06221404518829825,-0.7688042182546823,-1.3650854915275588,-0.17252294498180565,2526.0,0.01824080865039149,,0.8511086511978743,False
ATF2,11,784,0.0470468327034893,0.11060009687249445,-0.7680058254960542,-1.3642846130296427,-0.1717270379624657,2413.0,0.012069837327090261,,0.8511086511978743,False
PNLIPRP1,11,784,0.0288704703550364,0.0874852156770647,-0.7677837012517138,-1.364061797674599,-0.1715056048288286,2527.0,0.018305936030005895,,0.8511086511978743,False
EPO,11,784,-0.0558608949419015,0.04670926760011695,-0.7667558478928408,-1.3630307488761133,-0.17048094690956828,2333.0,0.008900104388066736,,0.8511086511978743,False
C9orf153,11,784,0.001307809872947,0.09188656795207806,-0.7667404880570321,-1.3630153413212462,-0.17046563479281795,2652.0,0.028228019911957437,,0.8511086511978743,False
OR9K2,10,691,-0.0401783119706551,0.0374576969377061,-0.7639564806922149,-1.389499678880144,-0.13841328250428597,1832.0,0.010712986208867858,,0.8511086511978743,False
TBC1D22B,11,784,-0.2569448687228083,-0.1703328357478976,-0.7637529054255978,-1.3600184951424426,-0.16748731570875308,2883.0,0.05893379970825601,,0.8706440991783636,False
UFC1,11,784,-0.4305866971933999,-0.2669332096011632,-0.762986730430964,-1.359249950285398,-0.16672351057653,2369.0,0.010220740139509226,,0.8511086511978743,False
ENTREP1,11,784,-0.1057579640290585,-0.0654583435685377,-0.7629295608884576,-1.359192604006277,-0.16666651777063834,3229.0,0.15236601783015222,,0.9021647760635169,False
ASB6,11,784,-0.3604923104943613,-0.26018465331421325,-0.7627837678505311,-1.3590463603166028,-0.16652117538445954,3275.0,0.170560426359597,,0.9030966877974155,False
NEXN,11,784,-0.1292293144595067,-0.01172853568821825,-0.7621997108376078,-1.3584604988217517,-0.165938922853464,2650.0,0.028038513334806173,,0.8511086511978743,False
PLPPR5,11,784,-0.1977966054730662,-0.09345137860859365,-0.7612781991076206,-1.3575361428213926,-0.1650202553938488,2735.0,0.037127014596769724,,0.858846264737305,False
HLA-DRB1,11,784,0.0169596693576213,0.10935542386013325,-0.7610729174062455,-1.3573302279793884,-0.16481560683310248,2150.0,0.004265615465098624,,0.843133106122356,False
SMARCE1,11,784,-0.9420670467706016,-0.6892478786667868,-0.7609432497554037,-1.3572001604883992,-0.16468633902240837,2581.0,0.02213896350697866,,0.8511086511978743,False
TFCP2,11,784,-0.0524152108965919,0.011743983003901299,-0.7597436041459894,-1.355996818897875,-0.16349038939410387,2201.0,0.005264441332159644,,0.843133106122356,False
TAF9B,11,784,-0.0855824420022705,-0.03378272291779115,-0.7591439867263134,-1.3553953562976169,-0.16289261715501002,2816.0,0.04801103885107346,,0.8674256341066815,False
ZNF502,11,784,-0.0259355025615406,0.05830955405120645,-0.7584558206720377,-1.3547050743637392,-0.1622065669803362,2444.0,0.013544981690416336,,0.8511086511978743,False
ITK,11,784,-0.0569800008191513,0.0374550747279241,-0.7571582008960545,-1.3534034700427662,-0.16091293174934285,2555.0,0.020214040694564277,,0.8511086511978743,False
AP1S1,11,784,-0.0848912902976921,-0.04918833753921815,-0.7563048995443555,-1.3525475521995003,-0.16006224688921078,2799.0,0.04552756804063608,,0.8674256341066815,False
PRELID2,11,784,0.0048561070151972,0.02395753155790385,-0.7558838030614282,-1.3521251655847295,-0.15964244053812704,2927.0,0.06717335419376608,,0.8757813927823502,False
GPR139,11,784,-0.0277715567636717,0.0320953808482289,-0.7556504143146949,-1.3518910621028861,-0.15940976652650385,3143.0,0.12236351839188851,,0.8898118976437126,False
DAZL,11,784,-0.1739670534789455,-0.09258145392632369,-0.7549007030542687,-1.3511390563967929,-0.15866234971174464,3083.0,0.10432086741278027,,0.8891692666539546,False
GNRHR,11,784,-0.0313491256972623,0.057244304950871544,-0.753291131787668,-1.3495245667993365,-0.15705769677599946,2643.0,0.02738385100208544,,0.8511086511978743,False
NOP56,11,784,-1.4915860970364825,-1.3944453272009234,-0.7526482044600452,-1.3488796778158827,-0.15641673110420762,2830.0,0.05014082377225687,,0.8674256341066815,False
CLDN20,11,784,0.0197648309314351,0.06787524780706565,-0.7526162852229641,-1.3488476612324862,-0.15638490921344206,2523.0,0.01804664218049343,,0.8511086511978743,False
CCDC12,11,784,-0.4766844677699597,-0.3400221839955153,-0.7517649445516817,-1.347993725686047,-0.15553616341731658,2452.0,0.013950627167985168,,0.8511086511978743,False
SMC5,11,784,-0.8316031795469063,-0.5934397816956662,-0.7504038761059187,-1.3466285147991712,-0.15417923741266637,2498.0,0.01649776677864024,,0.8511086511978743,False
GGA1,11,784,-0.1269719098084042,-0.05132425874630625,-0.7483352851231987,-1.344553642334543,-0.15211692791185438,2701.0,0.03322799238962159,,0.858846264737305,False
SDR16C5,11,784,-0.0433089470409812,0.0719919914888613,-0.7457742432728355,-1.3419848475579261,-0.14956363898774483,3112.0,0.11275854234562394,,0.8891692666539546,False
SHROOM4,11,784,-0.0773468931781263,0.02056956392989975,-0.7413745022320193,-1.3375718491977255,-0.14517715526631303,2563.0,0.020790147727867678,,0.8511086511978743,False
WNT8A,11,784,-0.0713475077871879,-0.0046453376490037,-0.7403718955655285,-1.336566232405842,-0.1441775587252151,2674.0,0.030386492957510933,,0.858846264737305,False
HYLS1,11,784,-0.1761654431943344,-0.035685700649152996,-0.7403108512449477,-1.3365050049430038,-0.1441166975468915,2326.0,0.008661774837530922,,0.8511086511978743,False
PAGE2,10,691,-0.13151358730118254,-0.0173011722422818,-0.739979719264574,-1.3654439390730064,-0.11451549945614148,2299.0,0.06915430663287987,,0.8757813927823502,False
CFAP44,11,784,-0.1940844301763098,-0.12009893673150646,-0.7394168275469903,-1.335608300761451,-0.1432253543325296,2293.0,0.007613329237757034,,0.8511086511978743,False
SH3BGRL2,11,784,0.0344301823285835,0.08487377593370635,-0.7392891921532168,-1.3354802829513694,-0.14309810135506396,2585.0,0.02244883303249455,,0.8511086511978743,False
LCN9,11,784,-0.0590428650322112,0.0177496271369835,-0.7391064178702432,-1.3352969611615766,-0.14291587457890975,3164.0,0.12922538841138156,,0.8916760143311828,False
CST11,11,784,0.0093324202110655,0.08371216414530261,-0.7382614993430591,-1.3344495134039693,-0.1420734852821488,2240.0,0.006165874738586042,,0.8501737517459684,False
OCSTAMP,11,784,-0.0113503567494685,0.05573816570485275,-0.7379167453675742,-1.334103728248961,-0.1417297624861874,2626.0,0.02584861540755046,,0.8511086511978743,False
ATP7B,11,784,-0.002655155645195,0.05455229651051665,-0.736977773447399,-1.3331619502415952,-0.1407935966532028,2818.0,0.04831055923033698,,0.8674256341066815,False
HPS1,11,784,-0.2774975458854975,-0.18266832999202165,-0.7365636321076147,-1.3327465723850858,-0.14038069183014357,2753.0,0.03934446672552691,,0.858846264737305,False
VENTX,11,784,-0.0927601886393915,-0.01684529539411265,-0.7364704709290358,-1.3326531331472267,-0.14028780871084512,2784.0,0.04342703276301394,,0.8674256341066815,False
WFDC11,11,784,-0.1003778355107429,-0.0003532501099271,-0.7360738316722709,-1.3322553104287373,-0.13989235291580449,2510.0,0.017226021824777775,,0.8511086511978743,False
PAM,11,784,0.031871008080164,0.0492109018599185,-0.7354780145275212,-1.3316577167243413,-0.139298312330701,3249.0,0.16008638246328577,,0.9030966877974155,False
ZNF682,11,784,-0.0853216680417648,0.0093862839138449,-0.734795152733728,-1.3309728205909008,-0.13861748487655512,2800.0,0.04567059717228976,,0.8674256341066815,False
SDK1,11,784,0.0015216940523071,0.07817688413137155,-0.7345926099710894,-1.3307696747874211,-0.13841554515475785,3219.0,0.148613699127777,,0.9021647760635169,False
OR6X1,10,691,-0.0482546210319434,0.010402972844362,-0.7343703372265423,-1.3598164420648722,-0.10892423238821247,2347.0,0.08152344573270014,,0.8861923759885024,False
GPR45,11,784,-0.2654736136930383,-0.18410857762238236,-0.7339000097308557,-1.3300750136849842,-0.1377250057767272,2355.0,0.009687730198213958,,0.8511086511978743,False
TDO2,11,784,0.0216618303484917,0.026898822771240248,-0.7321340737732766,-1.3283038318730782,-0.1359643156734749,3561.0,0.3210652200765709,,0.9444000445678794,False
KCNIP4,11,784,0.0015988995412873,0.0507078709628611,-0.7319376409218465,-1.328106816280341,-0.13576846556335198,3119.0,0.114873734388552,,0.8891692666539546,False
GIMAP6,11,784,-0.03987519891686,0.03762176723881845,-0.7317916654871469,-1.3279604078931453,-0.13562292308114854,2226.0,0.005827418999160917,,0.843133106122356,False
PPIP5K2,11,784,-0.1816731529874144,-0.14734447357257485,-0.7316252723150354,-1.3277935213159515,-0.13545702331411913,2836.0,0.05107753725584269,,0.8674256341066815,False
NDUFA6,11,784,-0.7900073924180739,-0.49717594524564457,-0.7309636686555964,-1.3271299569115056,-0.13479738039968714,2646.0,0.027662788000662564,,0.8511086511978743,False
CDK16,11,784,-0.0762603660735796,-0.03318217266132735,-0.7307056848107324,-1.3268712089782908,-0.13454016064317398,3165.0,0.1295594518649525,,0.8916760143311828,False
FUT2,11,784,-0.2606150042368081,-0.12140418950495935,-0.7299194853664539,-1.3260826826509144,-0.13375628808199325,2388.0,0.010985818647071568,,0.8511086511978743,False
SLC25A33,11,784,-0.2188737103652703,-0.17336278598248756,-0.7283917259139155,-1.3245504086871418,-0.1322330431406893,3001.0,0.08315371201016532,,0.8861923759885024,False
TMEM116,11,784,-0.0670006227378252,-0.02897860034971165,-0.7281430970103839,-1.3243010459798334,-0.1319851480409343,2660.0,0.028997123889689766,,0.8511086511978743,False
CRP,11,784,-0.1965636997456129,-0.07264117673508064,-0.7261040097827842,-1.3222559500051492,-0.12995206956041927,2585.0,0.02244883303249455,,0.8511086511978743,False
ATOH8,11,784,-0.1158900105464627,-0.052464505102116504,-0.7255269588512667,-1.3216772016779625,-0.1293767160245709,2336.0,0.009004026422913886,,0.8511086511978743,False
UBE2G1,11,784,-0.1578681328289418,-0.056642658316993846,-0.7254746813749278,-1.3216247704938222,-0.12932459225603332,3215.0,0.1471326855413193,,0.9018087793671422,False
MYF5,11,784,-0.1368532610467909,-0.1188326023393082,-0.7254445082409114,-1.321594508648877,-0.12929450783294605,2874.0,0.05735623618250504,,0.8674256341066815,False
SLC9A3,11,784,-0.1945866320310633,-0.1482482492556723,-0.7252678073880852,-1.321417288358136,-0.12911832641803422,3094.0,0.10746033641837427,,0.8891692666539546,False
ZMYND19,11,784,-0.0493941904041491,0.0421022400311975,-0.7251931580078748,-1.3213424195730756,-0.1290438964426739,2873.0,0.057183139480674675,,0.8674256341066815,False
OR6C4,10,691,-0.13518925379893607,-0.0678971319795104,-0.7236311579818616,-1.3490429647844095,-0.09821935117931369,2715.0,0.2447844060539739,,0.9271528064771293,False
PIERCE1,11,784,-0.1384794103924666,-0.038108960880006953,-0.7231221586886873,-1.3192653422727871,-0.12697897510458755,2166.0,0.004558724478085913,,0.843133106122356,False
HNRNPH3,11,784,-0.1687170859495764,-0.10123917836105514,-0.7222249035966047,-1.3183654592887062,-0.1260843479045034,2791.0,0.04439686809028834,,0.8674256341066815,False
CTXN2,11,784,-0.012552047675774,0.0463928877641647,-0.7219600118951134,-1.31809979239066,-0.12582023139956666,2183.0,0.004890036156928807,,0.843133106122356,False
CPA3,11,784,0.0100989246966427,0.097128277647765,-0.7201613929084496,-1.3162959173009638,-0.12402686851593525,2424.0,0.012576121543550579,,0.8511086511978743,False
SPARC,11,784,-0.074058013096601,0.027586414795862102,-0.7184647634616669,-1.314594341769563,-0.12233518515377073,2283.0,0.007318892630978834,,0.8511086511978743,False
FAIM,11,784,-0.2441584655998858,-0.16786508687603666,-0.7181219418692242,-1.3142505221812009,-0.1219933615572476,2395.0,0.011280266881579208,,0.8511086511978743,False
ANGPTL5,11,784,-0.0817380403615674,0.019790716996294352,-0.7175552017798436,-1.3136821332824777,-0.12142827027720937,2518.0,0.017727052576172582,,0.8511086511978743,False
NSMCE3,11,784,-1.1878541967462777,-0.8892779012034995,-0.7175044687435155,-1.3136312527124652,-0.12137768477456579,2331.0,0.008831419554262044,,0.8511086511978743,False
SEC31B,11,784,-0.0122484739926342,0.0553911225916075,-0.7170781785469624,-1.3132037232577245,-0.12095263383620025,3205.0,0.14347953979238587,,0.8995487060564256,False
ITFG1,11,784,0.0372107114309911,0.106238427246299,-0.7154302904788787,-1.3115510515552484,-0.11930952940250905,2489.0,0.015969460897839727,,0.8511086511978743,False
GABRG2,11,784,0.0020813400666265,0.1023245751801454,-0.7154069675615768,-1.3115276610128417,-0.11928627411031212,2279.0,0.00720400759102235,,0.8511086511978743,False
AMBN,11,784,-0.1572061584877852,-0.0704062946935084,-0.7153605260896038,-1.3114810848897536,-0.11923996728945407,2748.0,0.03871750706355041,,0.858846264737305,False
MAJIN,11,784,-0.2005929372117917,-0.0997002029810974,-0.7135848785955611,-1.3097002956662245,-0.11746946152489768,2722.0,0.03559249294223489,,0.858846264737305,False
ACSM2B,10,680,0.0475969798853024,0.16039667631866725,-0.7131968944362143,-1.3386655165944874,-0.08772827227794111,2027.0,0.028281605642643568,,0.8511086511978743,False
OR10A7,10,691,-0.2239794772597003,-0.1480603050647639,-0.7130700229531166,-1.3384485913119,-0.08769145459433314,1892.0,0.013988677868313254,,0.8511086511978743,False
DORIP1,11,784,-0.037386018590615,-0.04013638064141955,-0.7119886289600049,-1.3080994346516948,-0.11587782326831508,3283.0,0.17388432802633602,,0.9030966877974155,False
ZNF248,11,784,-0.0309975438260186,0.01824028208646285,-0.7110681050239099,-1.3071762561079885,-0.11495995393983138,2789.0,0.044117924944430766,,0.8674256341066815,False
PPHLN1,11,784,-0.3665382041768542,-0.23861071265989275,-0.710639241666752,-1.306746157163062,-0.11453232617044173,2228.0,0.005874721345163098,,0.843133106122356,False
TNP2,11,784,-0.0932050974478386,-0.0491874018890796,-0.7105781310543224,-1.3066848705468064,-0.11447139156183861,2696.0,0.03268525542164683,,0.858846264737305,False
FTSJ1,11,784,-0.0585704536201476,0.0311654719808199,-0.710167737783354,-1.3062732956986607,-0.11406217986804723,2855.0,0.054140972054742616,,0.8674256341066815,False
