gene,cohens_d,p_value,n_lost,n_intact,median_resid_lost,median_resid_intact,fdr,composite_score
FAHD2B,0.1207,0.40885620417874646,67,567,-0.0059,-0.015,0.9988716805228369,0.0001
TUSC1,0.1207,0.4738514865637846,67,585,-0.0089,-0.006,0.9988716805228369,0.0001
TCTN3,0.1207,0.42982419518717785,67,585,-0.0035,-0.0039,0.9988716805228369,0.0001
NAIF1,0.1207,0.9464993543600865,67,585,-0.0098,0.006,0.9988716805228369,0.0001
CSH2,0.1208,0.2811930568964881,61,552,0.0325,0.0205,0.9988716805228369,0.0001
TMOD3,0.1208,0.22161640848988595,67,585,0.0026,-0.0101,0.9988716805228369,0.0001
NBL1,0.1208,0.36390429893481235,67,585,0.0242,0.0056,0.9988716805228369,0.0001
PCDHGC4,0.1209,0.1643210946086585,67,585,0.0232,0.0,0.9988716805228369,0.0001
ASPG,0.1209,0.19069797703359237,67,585,0.0102,-0.0123,0.9988716805228369,0.0001
ZNF18,0.1209,0.371551289110126,67,585,0.0207,0.0,0.9988716805228369,0.0001
CKS1B,0.1209,0.2621199352604622,61,570,0.078,0.0405,0.9988716805228369,0.0001
TRIM5,0.121,0.43504305672293286,67,585,0.0065,-0.0011,0.9988716805228369,0.0001
ATG9A,0.121,0.52648923207498,67,585,0.0356,0.0273,0.9988716805228369,0.0001
FCMR,0.121,0.5114027088271964,67,585,0.0145,0.0026,0.9988716805228369,0.0001
GFPT1,0.121,0.2744695574612449,67,585,0.0961,0.0447,0.9988716805228369,0.0001
AKAP10,0.1211,0.40466699528442973,67,585,-0.0022,-0.0023,0.9988716805228369,0.0001
CCNP,0.1211,0.21955244025131437,67,585,0.0168,0.0,0.9988716805228369,0.0001
PDCD2,0.1211,0.4675338635832925,67,585,0.0023,-0.0314,0.9988716805228369,0.0001
CNTRL,0.1212,0.27416897514899974,67,585,0.0185,0.0013,0.9988716805228369,0.0001
EFCAB11,0.1212,0.6224930409070476,67,585,0.009,-0.0014,0.9988716805228369,0.0001
NDRG2,0.1212,0.48320161698014286,67,585,0.0218,0.0058,0.9988716805228369,0.0001
PEX19,0.1212,0.3046989509257243,67,585,0.0232,0.0094,0.9988716805228369,0.0001
GNPDA2,0.1213,0.42305469943763585,67,585,0.0132,0.0058,0.9988716805228369,0.0001
CSF3,0.1213,0.5224737304865367,67,585,-0.005,-0.0061,0.9988716805228369,0.0001
ZBTB24,0.1213,0.43102530965379904,67,585,0.009,0.0034,0.9988716805228369,0.0001
ACP1,0.1213,0.3201126110521857,67,585,0.0125,-0.0076,0.9988716805228369,0.0001
HMGN4,0.1214,0.22710037056823285,67,585,0.0104,-0.0011,0.9988716805228369,0.0001
ATRN,0.1214,0.28267041806779825,67,585,0.0265,0.0064,0.9988716805228369,0.0001
ATXN7,0.1214,0.19396764476847206,67,585,0.0227,-0.0053,0.9988716805228369,0.0001
HES3,0.1214,0.20943946860189067,67,585,0.0187,-0.0055,0.9988716805228369,0.0001
DNM2,0.1215,0.34961320866718326,67,585,0.0326,-0.018,0.9988716805228369,0.0001
APPL2,0.1216,0.19870971584395247,67,585,0.0192,-0.0029,0.9988716805228369,0.0001
PRDX3,0.1216,0.3401709737975288,67,585,0.0166,-0.0045,0.9988716805228369,0.0001
IER5,0.1216,0.6070901657305587,67,585,0.0168,0.0058,0.9988716805228369,0.0001
LRRC8C,0.1216,0.2318773592431751,67,585,0.0006,-0.0096,0.9988716805228369,0.0001
COX7A2L,0.1217,0.41243242429072346,67,585,0.0023,-0.0056,0.9988716805228369,0.0001
TAAR5,0.1217,0.32953343251185696,67,585,0.0131,-0.0003,0.9988716805228369,0.0001
IMP4,0.1217,0.3781845713690325,67,585,0.0554,-0.0116,0.9988716805228369,0.0001
SURF2,0.1217,0.3204460063749024,67,585,0.0183,0.0006,0.9988716805228369,0.0001
STUB1,0.1218,0.3517338633511311,67,585,0.0414,0.0133,0.9988716805228369,0.0001
HNRNPK,0.1218,0.5061324610664497,67,585,-0.0237,-0.0529,0.9988716805228369,0.0001
SERPINB4,0.1218,0.37191790063601016,67,585,0.0121,0.0,0.9988716805228369,0.0001
ALPG,0.1218,0.20025421000000931,67,567,0.0138,-0.0045,0.9988716805228369,0.0001
RAD21L1,0.1219,0.7799613297029888,67,585,0.0037,0.0043,0.9988716805228369,0.0001
UBL7,0.1219,0.3894009004060175,67,585,0.0055,0.0,0.9988716805228369,0.0001
WDR17,0.1219,0.1791300977514142,67,585,0.0226,0.0037,0.9988716805228369,0.0001
TUBB1,0.122,0.19799305163943814,67,585,0.022,0.0032,0.9988716805228369,0.0001
HMGA1,0.122,0.6751765631903763,67,585,-0.0024,0.0128,0.9988716805228369,0.0001
CYB561A3,0.122,0.677680406059535,67,585,0.0097,0.0,0.9988716805228369,0.0001
ZBTB18,0.122,0.8452772719970165,67,585,0.0198,0.0123,0.9988716805228369,0.0001
CXXC1,0.1221,0.3628199622047805,67,585,0.036,-0.0097,0.9988716805228369,0.0001
LILRB2,0.1221,0.3274997145088001,67,585,0.0308,0.0013,0.9988716805228369,0.0001
FANK1,0.1221,0.22736390394292072,67,585,0.0079,0.0,0.9988716805228369,0.0001
INTS5,0.1222,0.49828098786040664,67,585,-0.006,-0.0102,0.9988716805228369,0.0001
NOL4,0.1223,0.6090061987329553,67,585,0.0007,0.0048,0.9988716805228369,0.0001
GPR132,0.1223,0.42503921966612,67,585,0.0159,-0.0006,0.9988716805228369,0.0001
NOCT,0.1223,0.5131658042738141,67,585,-0.0001,-0.0015,0.9988716805228369,0.0001
PPFIA1,0.1223,0.7831156828331978,67,585,0.0158,0.0109,0.9988716805228369,0.0001
NUBPL,0.1224,0.14852020370833718,67,585,0.0704,0.0215,0.9988716805228369,0.0001
RSL24D1,0.1224,0.2768593001984436,61,570,0.0007,-0.0415,0.9988716805228369,0.0001
RMC1,0.1224,0.30631488397156115,67,585,0.0309,-0.0019,0.9988716805228369,0.0001
AREL1,0.1224,0.5318676466017632,67,585,-0.0018,0.0039,0.9988716805228369,0.0001
LILRA1,0.1224,0.22187537877882635,67,585,0.0156,0.0012,0.9988716805228369,0.0001
IQSEC3,0.1224,0.0913072922187186,67,585,0.026,-0.0057,0.9988716805228369,0.0001
CFAP70,0.1225,0.4366561886558358,67,585,0.0047,0.0027,0.9988716805228369,0.0001
HLA-G,0.1225,0.39242576210508084,67,585,-0.0069,0.0,0.9988716805228369,0.0001
GDPD1,0.1225,0.2885399847801847,67,585,0.0043,-0.0037,0.9988716805228369,0.0001
GNRH2,0.1226,0.5105223486781598,67,585,0.0147,0.0047,0.9988716805228369,0.0001
KBTBD6,0.1226,0.5206941276617072,67,585,0.0103,-0.0023,0.9988716805228369,0.0001
WASF3,0.1226,0.7689499090818632,67,585,0.0009,-0.001,0.9988716805228369,0.0001
ADAT2,0.1226,0.33089377971701706,67,585,0.0569,-0.0115,0.9988716805228369,0.0001
EML3,0.1227,0.4492742378286747,67,585,0.0053,-0.0021,0.9988716805228369,0.0001
ANXA8L1,0.1227,0.25168050640937023,61,551,0.0196,-0.0031,0.9988716805228369,0.0001
MROH6,0.1227,0.33568355792581195,67,585,-0.0052,0.0028,0.9988716805228369,0.0001
RXFP2,0.1228,0.32077962858590126,67,585,-0.0013,-0.0073,0.9988716805228369,0.0001
ABHD8,0.1228,0.36029771981215597,67,585,0.0082,-0.0029,0.9988716805228369,0.0001
ABRA,0.1228,0.321113477683062,67,585,0.015,0.0022,0.9988716805228369,0.0001
FMN2,0.1229,0.338095102394947,67,585,0.0094,-0.0022,0.9988716805228369,0.0001
EED,0.1229,0.4763916147744647,67,585,0.0535,0.0185,0.9988716805228369,0.0001
SUPV3L1,0.123,0.1797957785702745,67,585,0.1121,0.0008,0.9988716805228369,0.0001
CASP2,0.123,0.5838407797617673,67,585,-0.0139,-0.0165,0.9988716805228369,0.0001
GLT1D1,0.1231,0.14622516404726593,67,585,0.0079,-0.0008,0.9988716805228369,0.0001
FAM8A1,0.1231,0.25113133806647703,67,585,0.0125,-0.0003,0.9988716805228369,0.0001
BATF3,0.1231,0.47131882175092776,67,585,0.0062,0.0005,0.9988716805228369,0.0001
PTN,0.1231,0.19894902483149768,67,585,0.0181,-0.0052,0.9988716805228369,0.0001
NPBWR2,0.1232,0.33089377971701706,67,585,0.0122,-0.005,0.9988716805228369,0.0001
METTL23,0.1232,0.42982419518717785,67,585,0.0274,0.0076,0.9988716805228369,0.0001
NCBP2,0.1233,0.5463448893493096,67,585,-0.0235,-0.0169,0.9988716805228369,0.0001
SLC20A1,0.1233,0.2252617340401022,67,585,0.0486,0.0174,0.9988716805228369,0.0001
COX6B2,0.1233,0.24691434665332124,67,585,0.0275,0.0022,0.9988716805228369,0.0001
LCN8,0.1234,0.4234511688963586,67,585,0.0102,0.002,0.9988716805228369,0.0001
SLC27A4,0.1234,0.3105428449559554,67,585,0.0199,0.0005,0.9988716805228369,0.0001
INSL6,0.1234,0.3092378510475581,67,585,0.0046,-0.0018,0.9988716805228369,0.0001
SF3A2,0.1235,0.3657160248245098,67,585,0.0352,-0.0095,0.9988716805228369,0.0001
ERLN,0.1235,0.5791474338598664,67,585,0.0178,0.0124,0.9988716805228369,0.0001
NCS1,0.1235,0.35814458044437114,67,585,-0.0006,-0.0121,0.9988716805228369,0.0001
SLC25A16,0.1235,0.24972012582966896,67,585,0.0086,-0.0035,0.9988716805228369,0.0001
VCAM1,0.1235,0.31513890859309357,67,585,0.0096,-0.0042,0.9988716805228369,0.0001
SPC25,0.1235,0.3894009004060175,67,585,0.0443,0.0326,0.9988716805228369,0.0001
CYGB,0.1235,0.22395494737542898,67,585,0.0251,0.0002,0.9988716805228369,0.0001
CYP1A2,0.1236,0.13950277864031474,67,585,0.0233,0.0099,0.9988716805228369,0.0001
MOG,0.1236,0.5021986074701369,67,585,0.0244,0.0,0.9988716805228369,0.0001
CDK5R1,0.1236,0.37522748954774277,67,585,0.0048,-0.0013,0.9988716805228369,0.0001
MID1,0.1236,0.08320871113594071,67,585,0.0158,-0.0091,0.9988716805228369,0.0001
CCDC198,0.1237,0.4844843512016619,67,585,0.0055,0.0007,0.9988716805228369,0.0001
ATP6V1B2,0.1237,0.5350178606948772,67,585,-0.051,-0.0972,0.9988716805228369,0.0001
BCL2L13,0.1237,0.42583454786909136,67,585,0.0036,-0.0015,0.9988716805228369,0.0001
PROX1,0.1238,0.48320161698014286,67,585,0.026,0.0,0.9988716805228369,0.0001
HEATR6,0.1238,0.5436156001317116,67,585,0.0137,0.0219,0.9988716805228369,0.0001
SPEF1,0.1238,0.4062130462509532,67,585,0.0306,0.0098,0.9988716805228369,0.0001
DERL1,0.1238,0.3977534336024997,67,585,0.0393,0.0293,0.9988716805228369,0.0001
VTN,0.1238,0.21394776408319527,67,585,0.0291,0.0041,0.9988716805228369,0.0001
NUP98,0.1239,0.3008438370757299,67,585,0.0604,-0.0002,0.9988716805228369,0.0001
STAU1,0.1239,0.22762765524150563,67,585,0.0231,-0.0006,0.9988716805228369,0.0001
RING1,0.1239,0.5153741172425091,67,585,0.0136,0.0124,0.9988716805228369,0.0001
LEFTY2,0.1239,0.1010205673494541,67,585,0.0222,-0.0036,0.9988716805228369,0.0001
KCTD12,0.124,0.315799119266192,67,585,-0.0014,-0.0074,0.9988716805228369,0.0001
MYL6,0.124,0.3517338633511311,67,585,0.0257,0.002,0.9988716805228369,0.0001
CDC7,0.124,0.40931570779102555,67,585,0.0467,0.0,0.9988716805228369,0.0001
MYBL1,0.1241,0.4725842199319574,67,585,0.0044,0.0,0.9988716805228369,0.0001
RPL17,0.1241,0.19561782851180065,67,585,0.0202,-0.0419,0.9988716805228369,0.0001
MSRB1,0.1242,0.31745361663244787,67,585,0.0183,0.0079,0.9988716805228369,0.0001
PARD3,0.1242,0.4358491923416913,67,585,0.0083,0.0098,0.9988716805228369,0.0001
DDHD2,0.1244,0.3711849018284257,67,585,0.0124,0.0036,0.9988716805228369,0.0001
GRHL1,0.1245,0.33294110200431104,67,585,0.0046,0.0004,0.9988716805228369,0.0001
GSTO1,0.1245,0.3947037311288737,67,585,-0.0023,-0.009,0.9988716805228369,0.0001
CPLX3,0.1246,0.14967799076756041,67,585,0.0069,-0.0021,0.9988716805228369,0.0001
SP140,0.1246,0.2263110774207372,67,585,0.0176,-0.0013,0.9988716805228369,0.0001
TAF4,0.1247,0.5587100725884431,67,585,0.0076,0.0092,0.9988716805228369,0.0001
PARP1,0.1247,0.21068481459160282,67,585,0.0277,0.0084,0.9988716805228369,0.0001
EFNA4,0.1247,0.2907230212927031,67,585,0.0266,-0.0,0.9988716805228369,0.0001
RPRD1B,0.1248,0.4995850522445331,67,585,0.0029,0.0115,0.9988716805228369,0.0001
KIF21B,0.1248,0.29956605209310605,67,585,0.0193,0.003,0.9988716805228369,0.0001
MYOG,0.1248,0.36789751289991346,67,585,0.0025,-0.0065,0.9988716805228369,0.0001
NRN1,0.1249,0.2876077890013976,67,585,0.0199,0.0032,0.9988716805228369,0.0001
HRG,0.1249,0.36935633028257764,67,585,0.0045,0.0037,0.9988716805228369,0.0001
DDX60L,0.1249,0.381155962440637,67,585,0.0,-0.0051,0.9988716805228369,0.0001
TAL1,0.1249,0.25798258031948007,67,585,0.0167,-0.0005,0.9988716805228369,0.0001
CD247,0.125,0.3014840892973666,67,585,0.0264,-0.0003,0.9988716805228369,0.0001
ZNF662,0.125,0.24496348736145745,67,585,0.0065,-0.0056,0.9988716805228369,0.0001
SERTM1,0.125,0.3268236228226832,67,585,0.0107,-0.0006,0.9988716805228369,0.0001
ZFP1,0.125,0.4755440773947337,67,585,-0.0021,-0.0011,0.9988716805228369,0.0001
CD248,0.125,0.43303148709553696,67,585,0.0098,0.0,0.9988716805228369,0.0001
SEC61G,0.125,0.47766447110168564,67,585,0.0147,0.001,0.9988716805228369,0.0001
PLAAT4,0.1251,0.6220091431752609,67,585,0.0116,-0.0099,0.9988716805228369,0.0001
CTNNBL1,0.1252,0.3499660864129701,67,585,0.0818,0.0046,0.9988716805228369,0.0001
SNX2,0.1252,0.5693494943974434,67,585,0.005,0.0071,0.9988716805228369,0.0001
MRPS28,0.1252,0.2682045366825231,67,585,0.0305,0.0138,0.9988716805228369,0.0001
BSX,0.1252,0.3092378510475581,67,585,0.0033,-0.0034,0.9988716805228369,0.0001
SPG21,0.1252,0.4687936410291186,67,585,0.0357,0.0084,0.9988716805228369,0.0001
MSN,0.1252,0.5796159704046648,67,585,0.014,0.0155,0.9988716805228369,0.0001
TREML2,0.1252,0.3121791915581098,67,585,0.0387,0.0057,0.9988716805228369,0.0001
CD274,0.1252,0.37596541743391954,67,585,0.01,0.0,0.9988716805228369,0.0001
STRIP2,0.1253,0.3271615552632391,67,585,0.0176,-0.0011,0.9988716805228369,0.0001
VHL,0.1253,0.4533882724210343,67,585,0.0251,0.01,0.9988716805228369,0.0001
OR1J1,0.1253,0.18383260357589293,61,570,0.0172,-0.0006,0.9988716805228369,0.0001
RLN2,0.1254,0.8802594075588734,67,585,0.017,0.001,0.9988716805228369,0.0001
LMNTD1,0.1254,0.7095261416120359,67,585,0.0124,0.0055,0.9988716805228369,0.0001
STK38L,0.1254,0.6104449868306459,67,585,0.014,0.0003,0.9988716805228369,0.0001
BLTP3A,0.1254,0.23835703492450033,67,585,0.0252,0.0,0.9988716805228369,0.0001
CFI,0.1254,0.3890237926189001,67,585,0.0123,0.0052,0.9988716805228369,0.0001
NUDT2,0.1255,0.44599831266094125,67,585,0.0205,0.0049,0.9988716805228369,0.0001
INTS14,0.1256,0.3221163862670975,67,585,0.0206,-0.0086,0.9988716805228369,0.0001
NPM1,0.1256,0.49174358754604175,23,134,0.117,0.0151,0.9988716805228369,0.0001
UFSP2,0.1256,0.26998443278652606,67,585,0.0442,0.009,0.9988716805228369,0.0001
ACP3,0.1257,0.19538145993645728,67,585,0.0201,-0.0225,0.9988716805228369,0.0001
SEMG2,0.1257,0.25056618680096765,67,585,0.0031,-0.0053,0.9988716805228369,0.0001
LIPM,0.1257,0.18382851409400702,67,585,0.0314,0.0132,0.9988716805228369,0.0001
NCOR1,0.1258,0.43504305672293286,67,585,0.0239,0.0194,0.9988716805228369,0.0001
METTL15,0.1258,0.4759677426687726,67,585,0.011,0.0073,0.9988716805228369,0.0001
PILRA,0.1259,0.3796684794979641,67,585,0.0086,0.0043,0.9988716805228369,0.0001
DGLUCY,0.1259,0.43625258294900715,67,585,0.0041,0.0005,0.9988716805228369,0.0001
H2AC8,0.1259,0.6133270778781962,67,585,0.0119,0.0172,0.9988716805228369,0.0001
SLC25A22,0.1259,0.18337715201270444,67,585,0.0367,0.0022,0.9988716805228369,0.0001
TTC12,0.1259,0.3128353182782272,67,585,0.0142,-0.0057,0.9988716805228369,0.0001
CLIP1,0.126,0.17064235665217464,67,585,0.0283,-0.0082,0.9988716805228369,0.0001
MRTO4,0.1261,0.3089121696676903,67,585,0.0453,0.0059,0.9988716805228369,0.0001
PSG5,0.1261,0.23999673591223203,67,585,0.0184,0.0007,0.9988716805228369,0.0001
HSPA9,0.1261,0.24551976877038983,67,585,0.0759,-0.0066,0.9988716805228369,0.0001
SPCS1,0.1262,0.4600147371240262,67,585,0.0308,0.01,0.9988716805228369,0.0001
GUCY2C,0.1262,0.3429514805182873,67,585,-0.0079,-0.0074,0.9988716805228369,0.0001
SEMA6A,0.1262,0.48534053166285795,67,585,-0.0013,0.0012,0.9988716805228369,0.0001
TSPYL5,0.1262,0.270579527761599,67,585,0.0282,0.0,0.9988716805228369,0.0001
CD74,0.1263,0.47131882175092776,67,585,-0.0028,-0.0031,0.9988716805228369,0.0001
FBXO46,0.1263,0.38563983411673775,67,585,-0.0025,0.0017,0.9988716805228369,0.0001
MAPK6,0.1264,0.10789132917501076,67,585,0.0327,0.0051,0.9988716805228369,0.0001
DMBT1,0.1264,0.2976561719291312,67,585,0.0275,-0.0035,0.9988716805228369,0.0001
RPS23,0.1264,0.12390538739823004,67,585,0.1188,0.0,0.9988716805228369,0.0001
COX6C,0.1265,0.2667274609345692,67,585,0.0876,0.0073,0.9988716805228369,0.0001
SLC5A2,0.1265,0.2941759018259811,67,585,0.0074,-0.0025,0.9988716805228369,0.0001
GNAL,0.1265,0.6302574758480364,67,585,-0.0015,0.0,0.9988716805228369,0.0001
SRPK1,0.1265,0.6676866689285403,67,585,0.0089,-0.0007,0.9988716805228369,0.0001
AUH,0.1265,0.6123657135537087,67,585,-0.0054,0.0051,0.9988716805228369,0.0001
ADPRHL1,0.1265,0.2597154560631264,67,585,-0.0021,-0.0047,0.9988716805228369,0.0001
CDCA4,0.1265,0.21648241692439063,67,585,0.0114,0.0,0.9988716805228369,0.0001
C4orf33,0.1266,0.1575732240858696,67,585,0.0149,-0.0,0.9988716805228369,0.0001
LEMD1,0.1266,0.11929051720752078,67,585,0.0183,-0.002,0.9988716805228369,0.0001
PIKFYVE,0.1266,0.15616923623596507,67,585,0.0204,-0.0094,0.9988716805228369,0.0001
CDC42EP5,0.1266,0.661718449778745,67,585,0.0034,0.0033,0.9988716805228369,0.0001
TRIB2,0.1266,0.6676866689285403,67,585,-0.0105,-0.0036,0.9988716805228369,0.0001
SLC27A1,0.1266,0.1732212507796943,67,585,0.016,-0.0092,0.9988716805228369,0.0001
C1orf210,0.1266,0.39546482784716686,67,585,0.0137,-0.0054,0.9988716805228369,0.0001
TGM3,0.1266,0.38414164241333426,67,585,0.0068,-0.0025,0.9988716805228369,0.0001
CLTC,0.1266,0.2838993411458328,67,585,0.0706,0.0,0.9988716805228369,0.0001
ERG,0.1266,0.4326298199422406,67,585,0.0187,0.0064,0.9988716805228369,0.0001
NAA30,0.1266,0.6066115784283577,67,585,0.0027,0.0005,0.9988716805228369,0.0001
APEH,0.1266,0.3429514805182873,67,585,0.0123,-0.0012,0.9988716805228369,0.0001
APOA1,0.1267,0.25311636968489437,67,585,0.0256,-0.0012,0.9988716805228369,0.0001
MOGAT1,0.1267,0.23483151801269186,67,585,0.0086,-0.0135,0.9988716805228369,0.0001
SMIM8,0.1267,0.41949626645656146,67,585,-0.0115,-0.0036,0.9988716805228369,0.0001
LRRC20,0.1267,0.6171791769254187,67,585,0.0042,0.006,0.9988716805228369,0.0001
BMP1,0.1267,0.5247026205186471,67,585,0.0044,-0.0028,0.9988716805228369,0.0001
WWC2,0.1267,0.28574949908949965,67,585,0.0089,-0.0045,0.9988716805228369,0.0001
EXOC4,0.1267,0.3863902667029909,67,585,0.0232,-0.0056,0.9988716805228369,0.0001
KLRG2,0.1267,0.2690934745597008,67,585,0.0152,-0.01,0.9988716805228369,0.0001
AKR1A1,0.1267,0.32919391257894726,67,585,0.0065,-0.0066,0.9988716805228369,0.0001
B9D1,0.1268,0.12848625604512354,67,585,0.0243,-0.0081,0.9988716805228369,0.0001
TMEM92,0.1268,0.12457587763679837,67,585,0.0163,-0.0038,0.9988716805228369,0.0001
ZFYVE1,0.1268,0.23672525775310382,67,585,0.0127,-0.004,0.9988716805228369,0.0001
GABRG2,0.1269,0.5114027088271964,67,585,0.0048,0.0028,0.9988716805228369,0.0001
DNAJC11,0.127,0.3830203392745267,67,585,0.0843,0.0245,0.9988716805228369,0.0001
HNRNPA0,0.1272,0.2260484151740375,67,585,0.0204,0.0054,0.9988716805228369,0.0001
MRC1,0.1272,0.7130973366609896,67,585,-0.0107,0.0041,0.9988716805228369,0.0001
H3-4,0.1272,0.5647117865027763,67,585,-0.0006,-0.0021,0.9988716805228369,0.0001
GPX1,0.1273,0.5829006946925616,67,585,-0.0007,0.0033,0.9988716805228369,0.0001
DNAI7,0.1274,0.228155811835988,67,585,0.0213,-0.0038,0.9988716805228369,0.0001
NUP210L,0.1274,0.28916257891421293,67,585,0.0073,-0.0026,0.9988716805228369,0.0001
LEF1,0.1274,0.3837676517115045,67,585,0.0054,-0.0005,0.9988716805228369,0.0001
MARK2,0.1274,0.3325993149013885,67,585,0.0264,0.0357,0.9988716805228369,0.0001
ACTL6B,0.1274,0.4789391853764492,67,585,0.015,0.002,0.9988716805228369,0.0001
MAGEB16,0.1275,0.2982918924671706,67,585,0.013,-0.0011,0.9988716805228369,0.0001
GRM6,0.1275,0.20549020339137658,67,585,0.0188,0.005,0.9988716805228369,0.0001
PSMG2,0.1275,0.24496348736145745,67,585,0.0691,0.0,0.9988716805228369,0.0001
CDH3,0.1275,0.3815283914406835,67,585,0.0158,0.0077,0.9988716805228369,0.0001
FCGR3B,0.1275,0.5179986551348232,61,552,-0.0019,-0.0071,0.9988716805228369,0.0001
KIF20A,0.1276,0.28359177178471273,67,585,0.0676,0.0285,0.9988716805228369,0.0001
ATXN2L,0.1276,0.2190386109903597,67,585,0.0266,-0.0078,0.9988716805228369,0.0001
RTP5,0.1276,0.2799185410021757,67,585,0.0127,-0.0056,0.9988716805228369,0.0001
TMEM106B,0.1276,0.4023545286528871,67,585,0.0108,-0.0038,0.9988716805228369,0.0001
PIAS4,0.1276,0.11123207818406733,67,585,0.0318,0.0176,0.9988716805228369,0.0001
COL8A2,0.1277,0.24831446383112277,67,585,0.025,-0.0007,0.9988716805228369,0.0001
METTL6,0.1277,0.42464188116777857,67,585,0.0227,0.011,0.9988716805228369,0.0001
RRP12,0.1278,0.421075614877514,67,585,0.0436,0.0,0.9988716805228369,0.0001
USP22,0.1278,0.3755963415662158,67,585,0.0168,-0.0061,0.9988716805228369,0.0001
TERT,0.1278,0.13021589558781213,67,585,0.0408,0.0093,0.9988716805228369,0.0001
FOXF1,0.1278,0.003236498175517852,67,585,0.0581,0.0018,0.9027528056843022,0.0057
DCT,0.1278,0.6419808800702704,67,585,0.0042,0.0061,0.9988716805228369,0.0001
FAT2,0.1278,0.3027673136157376,67,585,0.0307,0.0055,0.9988716805228369,0.0001
TRABD,0.1278,0.3939435210055515,67,585,0.0134,0.0,0.9988716805228369,0.0001
APOBEC1,0.1279,0.3098898943141296,67,585,-0.001,0.0028,0.9988716805228369,0.0001
MRGPRG,0.1279,0.2948066403929922,67,585,0.0178,-0.0001,0.9988716805228369,0.0001
PABPC1,0.1279,0.36899128918268176,67,585,-0.0035,-0.0437,0.9988716805228369,0.0001
KRTAP5-7,0.1279,0.2113645005043291,61,552,0.03,0.0,0.9988716805228369,0.0001
DENND5A,0.128,0.2750713971343315,67,585,0.023,0.0026,0.9988716805228369,0.0001
DSG4,0.128,0.36607904443115147,67,585,0.0184,0.001,0.9988716805228369,0.0001
SSBP4,0.128,0.11560141688447116,67,585,0.0446,0.001,0.9988716805228369,0.0001
RTL4,0.128,0.4104828310176061,67,585,0.0002,-0.0002,0.9988716805228369,0.0001
SLC26A4,0.1282,0.2067184917292535,67,585,0.0253,0.0112,0.9988716805228369,0.0001
AMPH,0.1282,0.5999291453767723,67,585,0.0008,0.0016,0.9988716805228369,0.0001
PDE4A,0.1282,0.29638744890670865,67,585,0.0131,0.0,0.9988716805228369,0.0001
ZPLD1,0.1282,0.7202585540026368,67,585,-0.0023,0.0056,0.9988716805228369,0.0001
ZNF443,0.1282,0.3639676150587169,61,570,-0.0049,-0.0034,0.9988716805228369,0.0001
PEX10,0.1283,0.25511230436321297,67,585,0.0368,0.0185,0.9988716805228369,0.0001
CAMKMT,0.1283,0.3755963415662158,67,585,0.0108,0.0016,0.9988716805228369,0.0001
ST6GALNAC3,0.1283,0.2242158701232293,67,585,0.0158,-0.0007,0.9988716805228369,0.0001
CEP164,0.1284,0.19538145993645728,67,585,0.0232,-0.0021,0.9988716805228369,0.0001
MTMR12,0.1284,0.4112620104381898,67,585,0.0137,0.0049,0.9988716805228369,0.0001
COPS9,0.1284,0.4629307713688625,67,585,0.0145,0.0034,0.9988716805228369,0.0001
PRMT7,0.1285,0.21369548112691272,67,585,0.0307,0.0009,0.9988716805228369,0.0001
NTF4,0.1285,0.18496051813648184,67,585,0.0294,0.0087,0.9988716805228369,0.0001
ATP9B,0.1285,0.28885116880675654,67,585,0.0299,0.0009,0.9988716805228369,0.0001
MYSM1,0.1285,0.5158163711361761,67,585,0.0262,0.0083,0.9988716805228369,0.0001
H2BC3,0.1285,0.5306459243712596,61,570,0.018,0.0071,0.9988716805228369,0.0001
PRKAR2A,0.1286,0.2614563743090359,67,585,0.0241,0.001,0.9988716805228369,0.0001
POLR1E,0.1286,0.4132137959766742,67,585,0.024,-0.0128,0.9988716805228369,0.0001
MSMO1,0.1286,0.40931570779102555,67,585,0.0324,0.0232,0.9988716805228369,0.0001
RANBP17,0.1287,0.21470590186832605,67,585,0.0138,-0.0042,0.9988716805228369,0.0001
SLC35E4,0.1287,0.6791844247430686,67,585,0.0049,0.0,0.9988716805228369,0.0001
BEND5,0.1287,0.25769454904432854,67,585,0.0212,-0.0002,0.9988716805228369,0.0001
SLC2A4,0.1288,0.34539630396071863,67,585,0.004,-0.0027,0.9988716805228369,0.0001
FAM153A,0.1288,0.2620384689696592,67,585,0.0227,0.0081,0.9988716805228369,0.0001
PCDHGC5,0.1289,0.5372737596884487,67,585,0.0067,0.0046,0.9988716805228369,0.0001
TAS1R1,0.1289,0.3443471651626634,67,585,0.0179,-0.0018,0.9988716805228369,0.0001
AFF4,0.1289,0.28205731067586914,67,585,0.0236,0.0031,0.9988716805228369,0.0001
ERICH1,0.1289,0.45050621976918426,67,585,-0.0033,-0.0082,0.9988716805228369,0.0001
WDR35,0.1289,0.6114050160918996,67,585,0.0167,-0.0062,0.9988716805228369,0.0001
OPTC,0.129,0.2208407972384454,67,585,0.0202,0.0029,0.9988716805228369,0.0001
SFXN1,0.129,0.39318419786846104,67,585,0.0075,0.0052,0.9988716805228369,0.0001
FOXI1,0.129,0.18180385068102078,67,585,0.0163,0.0024,0.9988716805228369,0.0001
ID2,0.1291,0.33637143792031743,67,585,0.0296,0.0065,0.9988716805228369,0.0001
BIVM,0.1291,0.27356848543568524,67,585,0.0164,0.0031,0.9988716805228369,0.0001
