dep_gene,n_double,n_a_only,n_b_only,n_wt,mean_double,mean_a_only,mean_b_only,mean_wt,d_main_a,d_main_b,p_main_a,p_main_b,interaction_d,interaction_delta,p_interaction,p_kruskal,classification,from_atlas_a,from_atlas_b,fdr_interaction,fdr_classification
SCAF4,80,738,14,354,-0.22782247920266538,-0.23169402237159012,-0.21920004389734846,-0.2133154806075108,-0.0723,-0.0033,0.27638974655156867,0.9370903387724633,0.0423,0.0098,0.7651350224347865,0.7262207189812018,additive,False,True,0.921354,additive
OR5P3,73,651,11,332,0.0528677506491534,0.05732849482500629,0.03956066514154284,0.06745888923796994,-0.079,-0.0785,0.2198151706888699,0.5816839224127095,0.1853,0.0234,0.7739373366863979,0.6312545421125377,additive,False,True,0.921354,additive
MGAT5,80,738,14,354,-0.04313055008846066,-0.049213711793435484,-0.08209356322325778,-0.04219446334332311,-0.0377,-0.0153,0.45891162175969746,0.983600115259736,0.3496,0.046,0.8019774276234521,0.855873302378396,additive,False,True,0.931829,additive
RASSF2,80,738,14,354,0.04132019931892887,0.037952943921557146,0.06750202700558493,0.03702929844325895,0.0009,0.0755,0.913680347483341,0.7056604929580363,-0.2609,-0.0271,0.844624062704072,0.6687063555676273,additive,False,True,0.931829,additive
PRTN3,80,738,14,354,0.03131479707125469,0.029243216990272738,0.03381179657885631,0.029428646343266467,-0.0011,0.0178,0.7486439697914423,0.9338458253232762,-0.0162,-0.0023,0.8488394116908593,0.9824670720735085,additive,False,True,0.931829,additive
EIF4E,80,738,14,354,-1.4020125328007735,-1.4090561934850252,-1.3403366519952118,-1.450334784416517,0.1086,0.0851,0.1212069211061176,0.8079598079569654,-0.298,-0.103,0.8572829726292268,0.43453234733625723,additive,False,True,0.931829,additive
GIMAP5,80,738,14,354,0.15193381881609652,0.14831907961196975,0.15568468858456522,0.1407356936290822,0.0762,0.0685,0.38519096333904157,0.5563522049580699,-0.1217,-0.0113,0.9043770502974592,0.6594001258593261,additive,False,True,0.958515,additive
SNCA,80,738,14,354,0.09212868139184612,0.0887577299803052,0.11177586130660101,0.10535148603898724,-0.1469,0.0081,0.027385602175521048,0.728168268100034,-0.0257,-0.0031,0.921842200640921,0.17953754937717686,additive,False,True,0.958515,additive
GPX5,80,738,14,354,0.1314423459072817,0.1349586608657966,0.16886809309157344,0.12884337427206755,0.0426,0.0405,0.542362925226527,0.5665061459026479,-0.4308,-0.0435,0.9393451237949176,0.5006957728893056,additive,False,True,0.958515,additive
MINDY1,80,738,14,354,-0.22384435548861353,-0.22563429536187726,-0.2454760565781052,-0.2155528933832207,-0.0616,-0.033,0.22847950916463078,0.49279606445646784,0.2145,0.0317,0.9693579984645796,0.3890750311117206,additive,False,True,0.969358,additive
