,B_cell,CD4_T_naive,CD8_T,Dendritic_cell,Endothelial,Epithelial,Fibroblast,Goblet,ILC3,Inflammatory_Mac,Macrophage,Monocyte,Myofibroblast,NK,Paneth,Plasma,Th1,Th17,Treg,pDC
CEP104,0.046800204,0.0502326,0.05758775,0.03445939,0.088309065,0.047885105,0.050117116,0.07592846,0.02021348,0.05163058,0.044216774,0.06313034,0.045996197,0.060068563,0.05057928,0.027122773,0.054893695,0.046365056,0.050891265,0.074972406
DFFB,0.013170092,0.013478521,0.019797588,0.0066818567,0.015625184,0.012522387,0.005394744,0.01275936,0.009937717,0.0076924423,0.010062214,0.01128639,0.0071068984,0.0140727265,0.0053256224,0.007121586,0.011878732,0.010300562,0.007985439,0.009430686
C1ORF174,0.057062868,0.06673431,0.09716749,0.080031425,0.06872167,0.084000476,0.05804814,0.07697099,0.040371623,0.047512725,0.07387249,0.07345211,0.062073983,0.091293916,0.08601376,0.02801212,0.06775286,0.04663358,0.05779175,0.06872696
LINC01134,0.0011904206,0.0016710877,0.0029067644,0.0,0.0027350625,0.005132595,0.0019201952,0.0027411664,0.0,0.0,0.0008762298,0.004773009,0.0017136338,0.0016667959,0.0010891352,0.0011734349,0.0017494127,0.0036617103,0.0032039923,0.0012615286
AJAP1,0.0,0.0,0.0016348977,0.0,0.0016024025,0.0,0.0038788784,0.0009143879,0.0,0.0,0.0,0.00030710554,0.008639736,0.0,0.0,0.00023947495,0.0,0.0,0.0,0.007022287
NPHP4,0.0020893821,0.0023094672,0.002108671,0.003565192,0.012570066,0.00856313,0.008815483,0.006371851,0.0029228318,0.015744328,0.009528252,0.004556709,0.0024381448,0.003290476,0.009471951,0.0032094826,0.00041929373,0.0053979554,0.002643737,0.0015973079
KCNAB2,0.04560409,0.081775226,0.13243806,0.051327962,0.021384778,0.014874138,0.022373393,0.024503158,0.06260596,0.10779066,0.13960128,0.15240946,0.06257872,0.118713744,0.1125437,0.028281555,0.08659775,0.08633085,0.097125046,0.077121876
CHD5,0.0,0.00027026833,0.0,0.0,0.0017801604,0.000113702496,0.0009932531,0.0,0.0,0.0,0.00067781645,0.0,0.0,0.00018086105,0.0006717875,0.0002316988,0.0,0.0013526975,0.0,0.0012145421
RPL22,3.0484648,3.2198825,2.5009818,2.9498239,2.4386635,2.162303,2.3348284,2.770234,2.7588542,2.5151238,2.6230402,2.7675307,2.6265142,2.6985676,2.875847,1.7396791,2.73625,2.8158138,2.8463695,2.8922718
RP1-120G22.11,0.0,0.00014629046,0.0,0.0,0.00034037756,0.0032068247,0.0,0.0053314976,0.0,0.0,0.0006603697,0.0,0.0010064853,7.458e-05,0.0013142847,0.0020834703,0.0,0.0,0.00057806104,0.0
RNF207,0.002370797,0.0105316155,0.0026532607,0.008795263,0.03854329,0.023675982,0.01207886,0.052044135,0.058158115,0.011080161,0.020374518,0.0043363655,0.016609844,0.0091504855,0.021834945,0.012057857,0.012916607,0.016316777,0.019097902,0.016117584
ICMT,0.020366557,0.02958572,0.040767737,0.035383012,0.09883454,0.09837721,0.09880555,0.08514804,0.055916656,0.03939522,0.04939857,0.039404027,0.06966629,0.04159499,0.031561464,0.019941205,0.02758723,0.031517304,0.03235658,0.036345717
LINC00337,0.0014332598,0.0017200207,0.0015569559,0.0022056377,0.0018512235,0.0028286988,0.0,0.0019275203,0.003771595,0.0,0.0044573224,0.0014191568,0.0,0.0016629284,0.0025632507,0.0015809957,0.0013965325,0.0031332318,0.0022719721,0.0038994022
GPR153,0.0,0.00091222953,0.0037939916,0.0014760109,0.0018901865,0.013382752,0.020522833,0.042283367,0.0072582355,0.0047270353,0.0062221065,0.0022042776,0.010346841,0.0022611427,0.002868911,0.00093953323,0.001558599,0.002126139,0.0021802585,0.015485335
ACOT7,0.0055301334,0.016770817,0.0408669,0.07796756,0.07914719,0.3439607,0.051274944,0.24301092,0.073188014,0.034550883,0.029155344,0.007329087,0.04790916,0.03649647,0.04141732,0.010727437,0.053081475,0.05837183,0.042807303,0.06564053
RP1-202O8.3,0.0028552331,0.0057464917,0.007808623,0.0032957126,0.006904004,0.0038140283,0.0024836403,0.0066169663,0.0056748632,0.0,0.004372017,0.0017588111,0.001645364,0.0050876704,0.0047018295,0.0016840912,0.0057135327,0.008579978,0.002600164,0.0029828325
HES2,0.006555485,0.0040342812,0.0032063266,0.0075843493,0.009716394,0.01394631,0.004503594,0.05874882,0.0028056414,0.005421617,0.003222391,0.0045228833,0.004751561,0.0054305494,0.003103287,0.0030576005,0.006264939,0.00704034,0.0036002484,0.003785518
ESPN,0.00039052934,0.0032812553,0.0,0.0,0.0017345214,0.36591998,0.009731074,0.03415332,0.03060425,0.0033569576,0.0015896502,0.00066118594,0.0061252224,0.0046367077,0.004421563,0.001468151,0.0022997262,0.01204481,0.0046768063,0.0034512752
RP1-202O8.2,0.0,0.0004853121,0.0006750891,0.0,0.0,0.0005825742,0.0,0.0,0.0032920903,0.0,0.0,0.0,0.0,0.0004970917,0.00050858007,0.0,0.0,0.0,0.0005296294,0.0
TNFRSF25,0.013220988,0.2011403,0.08295293,0.035293814,0.07178692,0.057947386,0.017174985,0.08077675,0.50359553,0.06842143,0.016262555,0.03312233,0.087611176,0.15288585,0.059245173,0.029452665,0.19882292,0.2793588,0.2001953,0.15256307
PLEKHG5,0.00021296907,0.0037084382,0.000885113,0.0025605652,0.045201633,0.0055650356,0.005848048,0.012478292,0.0017106126,0.0,0.00051158457,0.00047646137,0.0,0.0023771212,0.0006529776,0.0015353241,0.0031060693,0.0,0.0026784013,0.0025381015
NOL9,0.034616366,0.055190556,0.039564937,0.032413073,0.06817454,0.045029353,0.054415945,0.042160463,0.07221293,0.017499393,0.031406026,0.04030176,0.031885907,0.042476226,0.03505273,0.02138267,0.028158877,0.04295753,0.038960923,0.0445257
ZBTB48,0.027157607,0.027803412,0.025243072,0.0471179,0.041902572,0.043529652,0.025318852,0.034967702,0.042247068,0.02082513,0.043738846,0.032935034,0.01976432,0.030639438,0.030682478,0.015529631,0.025601393,0.021226509,0.030801265,0.027587652
KLHL21,0.009333991,0.018094065,0.015272107,0.018409545,0.022312876,0.02996288,0.053600647,0.02640001,0.012642843,0.02988947,0.022280725,0.022651125,0.024296092,0.018250028,0.016209284,0.015206593,0.017433258,0.013190794,0.012933824,0.016826935
PHF13,0.0077715823,0.008879926,0.014520134,0.004990446,0.021948576,0.010170327,0.019017803,0.0055779573,0.0068264557,0.0037138867,0.0076257237,0.0083324155,0.018003197,0.0065567708,0.003167952,0.0048931893,0.009324819,0.006499327,0.009502273,0.012439894
THAP3,0.033884477,0.036450487,0.04741893,0.040547132,0.054029338,0.0371876,0.04486459,0.016886929,0.032732114,0.036029,0.031517778,0.039266318,0.039666012,0.037440903,0.022766098,0.025772324,0.020070253,0.013030698,0.027830895,0.04311919
DNAJC11,0.013806665,0.011693823,0.0181412,0.0068499544,0.02372402,0.047350746,0.02207745,0.026769543,0.010092737,0.016770462,0.016888944,0.011299733,0.024058253,0.013131473,0.015841493,0.008285346,0.010906135,0.007679601,0.011788262,0.017308239
RP11-242F24.1,0.004513522,0.004836576,0.008015465,0.003458275,0.0050913393,0.0034332257,0.0034304243,0.0,0.009856986,0.007664972,0.0024233307,0.0026163808,0.00095983205,0.0067964247,0.0033712257,0.004374861,0.0067795394,0.0067889956,0.0066794953,0.00478939
RP11-312B8.1,0.00079186494,0.0008672557,0.0006608077,0.003880667,0.0010384992,0.003583804,0.0019574412,0.005369936,0.0,0.0,0.0021392982,0.0018325032,0.0010310229,0.00077033363,0.0008909148,0.000954097,0.0007537957,0.001992568,0.0,0.0
CAMTA1,0.17056048,0.17677861,0.18191916,0.3235712,0.6402144,0.66124606,0.43434983,0.46125054,0.27671474,0.30395862,0.407564,0.35631195,0.40759835,0.18718079,0.36581123,0.20769534,0.18387994,0.22790317,0.20534004,0.25153986
VAMP3,0.046981134,0.05738522,0.06832764,0.07510113,0.37628588,0.18168278,0.15441707,0.15348859,0.069757566,0.14427952,0.19917065,0.19307241,0.1552662,0.07462126,0.12255887,0.042074084,0.060255285,0.050075933,0.051837634,0.08515506
PER3,0.006314859,0.010353141,0.014278271,0.008920735,0.0974806,0.04087617,0.1301382,0.052457757,0.008854579,0.015133052,0.03959797,0.011011151,0.04487505,0.0121891145,0.0234377,0.004904648,0.015401518,0.01664346,0.012525794,0.0030215422
RP3-467L1.4,0.0006799093,0.0008989949,0.002902112,0.0,0.0007802051,0.0005599432,0.0,0.0014896503,0.0,0.000840754,0.00079174415,0.0014712722,0.0,0.0011287327,0.0,0.0005381769,0.002217287,0.0011092997,0.0,0.0013801574
UTS2,0.0023356911,0.0047097397,0.021278532,0.008514207,0.002060346,0.006441102,0.0038071915,0.0013138667,0.020177823,0.011160324,0.0025679853,0.0060831984,0.021803526,0.016473904,0.00087054365,0.0027112742,0.004349174,0.00512175,0.024832271,0.013098141
TNFRSF9,0.008179986,0.0170864,0.06708324,0.03918539,0.023644218,0.009608608,0.015429103,0.027936053,0.057394296,0.057958513,0.026336733,0.00963154,0.047663484,0.033373103,0.039066438,0.011042997,0.04923424,0.064708345,0.19225779,0.04486662
PARK7,0.5530725,0.6123878,0.77005136,0.6699846,0.8294243,0.7173579,0.9002095,0.7652892,0.55066097,0.6979465,0.8267775,0.73682344,0.8805305,0.70065445,0.7506615,0.52824366,0.6258277,0.63766795,0.8336936,1.0001096
ERRFI1,0.0039863405,0.014001232,0.02617577,0.011619763,0.12694067,0.38155162,0.2427492,0.33668578,0.017479945,0.028765932,0.020635746,0.0027251763,0.112108655,0.02338398,0.031508684,0.011082456,0.029607372,0.03158734,0.030590529,0.0145270275
RP11-431K24.1,0.0001288172,0.00053211616,0.0,0.0007987064,0.010487409,0.010845333,0.008028117,0.0096499575,0.0,0.0,0.0013213056,0.00034928398,0.009405216,0.0014248624,0.0016857669,0.000347101,0.0013022625,0.0,0.0026050059,0.0
SLC45A1,0.0005719875,0.0015975478,0.00064818404,0.0024278022,0.021667624,0.0,0.014312989,0.0048538796,0.0,0.0025275527,0.0009316099,0.0008919714,0.0055214223,0.0020147574,0.0023853001,0.00065937,0.0041953344,0.0039829644,0.001266457,0.0
RERE,0.09725137,0.05372938,0.042149242,0.10989277,0.19035177,0.11684165,0.15855004,0.11443168,0.123310074,0.03901104,0.13949607,0.09801587,0.118396506,0.055407565,0.103566006,0.03647655,0.05014799,0.057917133,0.07921533,0.08622278
RP5-1115A15.1,0.0035185926,0.0025902884,0.0018940871,0.0022904815,0.00091286056,0.0018025684,0.0012568365,0.0,0.0,0.0,0.0015913111,0.0020952101,0.0013756708,0.0014204956,0.0018643178,0.00033598617,0.0020746945,0.0,0.0037384664,0.0009601171
RP4-633I8.4,0.0,0.00030255417,0.0,0.0,0.0011128843,0.0006148935,0.00062780554,0.00030480223,0.0032671534,0.0,0.0,0.0,0.0,0.00034390477,0.00047107483,0.00011978714,0.00081739837,0.0,0.0,0.0
ENO1,0.5831564,0.7247993,0.80989414,0.8811125,0.7456439,1.194677,0.7146258,0.76294136,0.80005014,1.118075,1.0120703,1.105479,0.76872826,0.7769768,0.9692653,0.2923703,0.7881254,0.72882694,0.90565926,0.8472142
ENO1-AS1,0.0066884644,0.009334048,0.0047658216,0.003959023,0.00434663,0.003709355,0.0056564966,0.0042805327,0.0088755265,0.009043126,0.003884724,0.0066746078,0.0011663889,0.0059673395,0.008220611,0.0056944005,0.0035951135,0.009737007,0.007962583,0.012216265
CA6,0.0002863381,0.008318454,0.0023452092,0.0,0.0012428518,0.00032981153,0.0009953321,0.0,0.0,0.0041075377,0.0,0.00065697613,0.0,0.0005895064,0.0,7.28692e-05,0.0012702295,0.0014436542,0.0005680949,0.0
SLC2A7,0.0,7.515358e-05,0.0,0.0,0.00045639658,0.0031046318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.536917e-05,0.0,0.0,0.0,0.0
SLC2A5,0.01754398,0.00042802308,0.0,0.005195899,0.0022869695,0.18138021,0.009158308,0.015438974,0.0,0.0011096979,0.005986713,0.0018159249,0.0019441559,0.0006909063,0.007877873,0.027897783,0.0,0.0011153333,0.0010033622,0.0
GPR157,0.0078229215,0.01593854,0.006479699,0.101115085,0.01672978,0.016480854,0.014768923,0.016471043,0.030472854,0.09388538,0.027244924,0.0085339425,0.016565336,0.008259642,0.05363427,0.004832921,0.0031610832,0.0043325005,0.014355236,0.027226357
MIR34AHG,0.00051746424,0.0010377665,0.0009452137,0.003425526,0.0020930863,0.0011000971,0.004558194,0.0005309764,0.0039526094,0.00375306,0.0020932122,0.00033071672,0.00507502,0.000784892,0.0005745322,0.0036389004,0.00036962383,0.0015532998,0.0011759753,0.0025538548
RP3-510D11.2,0.0,0.0005885176,0.0018096825,0.002667158,0.004814456,0.0014651419,0.0043622493,0.0022741647,0.0,0.0,0.001714502,0.0002371766,0.002446606,0.0007184341,0.0005515874,0.0013778497,0.0018431968,0.0,0.0018071799,0.0
H6PD,0.02411933,0.02586389,0.029010458,0.04903556,0.118382916,0.05287603,0.13020067,0.05135072,0.039686754,0.037198033,0.04362852,0.058235817,0.05924412,0.02994061,0.037690192,0.013754446,0.02782057,0.020616487,0.026619947,0.041148946
SPSB1,0.004851619,0.007708987,0.010718773,0.012006472,0.05540611,0.103668086,0.16378649,0.05218213,0.035940334,0.02227125,0.005054766,0.0030239406,0.050522614,0.007006,0.0066754785,0.011184288,0.010818997,0.0070184283,0.025186231,0.007317392
SLC25A33,0.056444205,0.032889403,0.04374067,0.10760195,0.0838475,0.14390846,0.083690725,0.120857835,0.04119879,0.11745857,0.107181184,0.041969318,0.07063621,0.037814993,0.10062972,0.028907312,0.025994997,0.047249455,0.040111106,0.06841222
TMEM201,0.0029587178,0.004286972,0.0019606485,0.0074417624,0.0121083325,0.007387427,0.01956007,0.011734665,0.0,0.008503907,0.008444353,0.004561576,0.0085123405,0.004430839,0.006133941,0.002617112,0.0053134034,0.008811874,0.003029351,0.0051443544
PIK3CD,0.04517264,0.071896724,0.08161397,0.049370922,0.012247289,0.011032761,0.011959986,0.030144328,0.06098407,0.02640238,0.057936754,0.1140615,0.042639453,0.07128772,0.049157,0.008489998,0.057010192,0.05913752,0.05194781,0.087938465
PIK3CD-AS1,0.0010667851,0.0010811281,0.0014967184,0.0015553242,0.0,0.0,0.0,0.0,0.0,0.0,0.0020085745,0.0019609758,0.0,0.0004921746,0.0009588738,0.0,0.0007358727,0.0,0.002062728,0.0041406574
PIK3CD-AS2,0.009670161,0.004151165,0.0027207455,0.004330421,0.0027985,0.00082702487,0.020024646,0.0047768,0.005663528,0.0036245743,0.0024951282,0.0010465883,0.0015773799,0.002332507,0.0034744577,0.057100914,0.003192444,0.003182802,0.0057052155,0.008172972
CLSTN1,0.05396937,0.07402393,0.07809599,0.057431065,0.18487565,0.09260292,0.17052805,0.14127947,0.06640801,0.04206658,0.0369793,0.05517374,0.08836841,0.073546715,0.064715065,0.03141533,0.0744999,0.056388773,0.070291206,0.08449374
CTNNBIP1,0.034173634,0.035818413,0.065439865,0.094368346,0.20587666,0.14042461,0.07034895,0.13405286,0.07053869,0.10382737,0.120848656,0.16473317,0.06214274,0.075327985,0.13880059,0.040794767,0.046065155,0.04540044,0.060028154,0.06613467
RP11-84A14.5,0.00015194966,6.894489e-05,0.0,0.005250346,0.0,0.0,0.0,0.0017501754,0.0,0.0,0.00064576586,0.0,0.0,7.088731e-05,0.0,2.3449402e-05,0.0,0.0010119334,0.0003384522,0.0
LZIC,0.047344636,0.076668136,0.072687715,0.07108765,0.088262916,0.13097659,0.07901557,0.11428408,0.064110115,0.081620604,0.10121795,0.10177198,0.08277415,0.07618509,0.08606235,0.028210824,0.07150832,0.06985732,0.08434283,0.08738598
NMNAT1,0.033279635,0.027825305,0.030628664,0.038129754,0.06828326,0.06024455,0.05046153,0.04584853,0.052335877,0.011494926,0.03865392,0.045112614,0.02254073,0.031593002,0.033522498,0.014187952,0.021965856,0.026028056,0.025330368,0.031793185
RBP7,0.0024560625,0.002979475,0.0015368655,0.004494788,0.67100495,0.004388102,0.022162512,0.00340841,0.009626431,0.02349548,0.0641024,0.54914683,0.033247188,0.0032466718,0.029860359,0.0026326338,0.003443852,0.0026200928,0.0010461896,0.023209376
UBE4B,0.04216798,0.046817254,0.056530703,0.043018103,0.06064738,0.054887127,0.053082656,0.04576181,0.07014653,0.03901691,0.04024685,0.07328914,0.04359343,0.05272911,0.053120248,0.03551335,0.04599055,0.035024434,0.059939254,0.050246242
KIF1B,0.0164748,0.019451056,0.029463017,0.027376037,0.12197767,0.100508295,0.1366378,0.05141381,0.028015966,0.06718962,0.13293236,0.075754814,0.05923818,0.025515107,0.053411495,0.021882696,0.02309987,0.021261035,0.022784604,0.04486284
PGD,0.046866033,0.043096554,0.03747373,0.10769745,0.09253351,0.2235406,0.1002332,0.07247433,0.040212538,0.21754572,0.2285318,0.46958703,0.05394389,0.03585358,0.15221111,0.04291708,0.03538125,0.037738226,0.05123577,0.14549334
RP4-736L20.3,0.00068624417,9.35175e-05,0.0006178522,0.0,0.0,0.0002494465,0.0,0.00042531497,0.0,0.0,0.00042464273,0.0,0.0,0.00044620293,0.0,0.00016019127,0.0,0.0,0.0,0.0
APITD1-CORT,0.00044152263,0.00044820888,0.0015093198,0.0,0.0014229778,0.0016990394,0.0007764662,0.0019134376,0.0,0.0035058863,0.0,0.00017317128,0.0012440955,0.0002531012,0.00047567676,0.00044582627,0.0014451973,0.0,0.0007762831,0.0
APITD1,0.011934113,0.010249052,0.011373013,0.022534868,0.0488006,0.06642511,0.027396686,0.03407977,0.021666035,0.017002173,0.010723081,0.004169541,0.018746797,0.009684823,0.012193199,0.010525416,0.013260534,0.015577576,0.01807801,0.01668248
CORT,0.00015871467,6.407448e-05,0.0,0.0,0.04040096,0.0013514794,0.0,0.0,0.0,0.0,0.0,0.00036897085,0.0,0.00013996172,0.0,0.00032776486,0.000631599,0.00081673387,0.00085136015,0.0
DFFA,0.071401976,0.07260996,0.08428498,0.063737206,0.23445758,0.1110902,0.102596596,0.09009128,0.037262473,0.05213038,0.055464655,0.07508281,0.075878486,0.07162156,0.056825288,0.036262587,0.059117436,0.04634735,0.060503326,0.11652717
RP5-1113E3.3,0.0,0.00021143729,0.0,0.0,0.0019495243,0.00036322352,0.00040209864,0.0,0.0028482557,0.0,0.0,0.0,0.0,0.00063121837,0.0,8.182497e-05,0.0,0.0,0.00063710177,0.0
PEX14,0.017711792,0.021633435,0.022308705,0.015614906,0.036413543,0.04109304,0.025275944,0.021855326,0.007404439,0.006590229,0.018365245,0.011759711,0.024810495,0.026625747,0.018159537,0.014365017,0.021437781,0.013442247,0.02349161,0.014213223
CASZ1,0.00836002,0.0058334437,0.0152905695,0.012620527,0.07292974,0.10325753,0.006190313,0.07270863,0.0061074016,0.009459609,0.0071912385,0.007536457,0.014555153,0.015556593,0.01670389,0.0032164936,0.008550253,0.006329418,0.011853898,0.015668532
C1ORF127,0.00015271979,0.00014150135,0.0,0.0,0.0,0.0006487752,0.0020616194,0.00072127616,0.0,0.0026211059,0.006169224,0.00083418307,0.0,0.0,0.0016019552,0.0004770812,0.0,0.0,0.0,0.0
TARDBP,0.12521137,0.12880458,0.14259702,0.1047269,0.22032453,0.1633388,0.15837142,0.15414527,0.16885535,0.11886076,0.11909853,0.15667398,0.1304276,0.12170459,0.12541984,0.07266705,0.115257226,0.12472582,0.10664989,0.14256614
MASP2,0.0011843597,0.0006526083,0.0010475494,0.0040681623,0.0,0.0008112357,0.0010761053,0.0,0.0,0.0021045061,0.0017253306,0.0010688882,0.0,0.00090985437,0.0007636164,0.0003133397,0.0,0.0011231767,0.0010753404,0.0
RP4-635E18.8,0.004297484,0.0037257648,0.00125187,0.004410686,0.0068995794,0.0030975533,0.0036714044,0.0031461958,0.0,0.0,0.0012118694,0.0024205558,0.0,0.003279407,0.0021287207,0.0008112007,0.0026983803,0.0008918858,0.001376865,0.0030891083
SRM,0.09771345,0.085479796,0.09029261,0.1476741,0.13706759,0.09621637,0.2590682,0.12267406,0.054223888,0.09368463,0.12404486,0.119795516,0.1407816,0.08981236,0.14106892,0.31662086,0.08035081,0.082663774,0.103730366,0.11094397
EXOSC10,0.049386065,0.04656406,0.048213072,0.037892688,0.088283084,0.06844949,0.07351287,0.056848966,0.017924998,0.035483494,0.04933721,0.05146448,0.03781991,0.04326193,0.041826025,0.01983233,0.0403785,0.027233599,0.04041322,0.04670375
RP4-635E18.7,0.0016307556,0.00122026,0.0,0.0,0.0,0.00073871354,0.006617124,0.0,0.0,0.0,0.0006234917,0.0016004951,0.0035288897,0.0013383025,0.0010578482,0.00034923299,0.0019179656,0.0012399639,0.0013951091,0.0
RP4-635E18.6,0.0011856491,0.0010329614,0.0005077693,0.0011753141,0.0023808272,0.0025153144,0.0023805627,0.002841074,0.0,0.007423606,0.002979416,0.0025449311,0.0,0.00062929455,0.0012940173,0.00085559196,0.0013810657,0.0,0.0,0.0037780935
MTOR,0.020971349,0.022088027,0.017865716,0.013014011,0.04882967,0.029097393,0.0306889,0.03365549,0.023859348,0.021432368,0.033619996,0.027178774,0.026250768,0.024749186,0.022620412,0.010463749,0.021143036,0.0204276,0.019089315,0.039081533
ANGPTL7,0.00014575377,0.00018304953,0.0,0.0,0.0006718695,0.0,0.028424336,0.0,0.0,0.0025770462,0.0,0.0,0.0018599858,0.0001438979,0.0,0.00045233875,0.0,0.0,0.0,0.0
UBIAD1,0.05231309,0.055292472,0.028686477,0.0306862,0.043929037,0.041181814,0.04642341,0.038427245,0.026659762,0.023890318,0.028435972,0.031939067,0.041432664,0.033631932,0.033596992,0.02199272,0.039438136,0.038595803,0.032623883,0.051299367
PTCHD2,0.0,9.092798e-05,0.00033937712,0.0020145373,0.0020322918,0.0,0.0012551068,0.0,0.0,0.0,0.0,0.0,0.0,0.00015190698,0.0,0.0,0.00065952353,0.0,0.00021934885,0.0
FBXO2,0.008527103,0.008044766,0.013954818,0.006396314,0.0,0.010662356,0.0076228175,0.0017039265,0.0,0.0029370612,0.00082967215,0.0019368941,0.0058427784,0.011306299,0.0039981897,0.014921682,0.011619601,0.014325779,0.012131832,0.0044438243
FBXO44,0.055004418,0.0484257,0.06462706,0.048843697,0.028156517,0.015894296,0.06471858,0.024573453,0.041612644,0.02690155,0.019040853,0.018728398,0.052381005,0.062231075,0.026509399,0.029970812,0.052960422,0.03655444,0.041500535,0.03159086
FBXO6,0.033392396,0.018944416,0.0736297,0.062736005,0.033139385,0.042933874,0.05081809,0.028577255,0.036686376,0.113851316,0.087965004,0.07159581,0.032193955,0.06132359,0.08469898,0.032843012,0.030914444,0.022749782,0.03050983,0.04354598
MAD2L2,0.0810468,0.07453731,0.17718932,0.11461775,0.13013744,0.050271414,0.15459165,0.0694411,0.08973061,0.1787182,0.15976468,0.16692461,0.10665977,0.12848811,0.13524483,0.088264294,0.10673558,0.10060856,0.12296182,0.13912337
DRAXIN,0.011950706,0.016189916,0.025647994,0.018859446,0.027157877,0.0077215214,0.011703164,0.009757919,0.012790939,0.01941736,0.02121913,0.011549597,0.0117783705,0.026235728,0.0155967735,0.007135443,0.019333813,0.014899724,0.021341039,0.014938276
