gene,n_mutant,n_wt,median_mutant,median_wt,cohens_d,ci_lower,ci_upper,mannwhitney_U,mannwhitney_p,fdr,significant
MYD88,9,89,-0.0470550581361841,-0.0568533271048496,-0.09103591982857276,-0.7767134287956913,0.5946415891385458,379.0,0.7961516758444203,0.9876709353512038,False
NUDT16,9,89,-0.0096139113375473,-0.0051952340145196,-0.09089313519813211,-0.7765702729089321,0.5947840025126678,357.0,0.5968311777363734,0.9726238160493421,False
SOCS2,9,89,-0.01627674879519,-0.0058730239620321,-0.09088267213464739,-0.7765597826631977,0.5947944383939029,372.0,0.7305146847786324,0.9853952315328111,False
ROPN1B,7,82,0.0862781357250621,0.10848173934969091,-0.09085350743803763,-0.8627375852300314,0.6810305703539561,269.0,0.7940710802237798,0.9876709353512038,False
TMEM101,9,89,-0.0583099887464026,-0.0954498663461339,-0.09084667282538013,-0.7765236898543372,0.5948303442035768,394.0,0.9411625418414988,0.9965740839588942,False
LYAR,9,89,0.1582779780584014,0.1770613445284037,-0.09084621943146047,-0.7765232352830713,0.5948307964201505,374.0,0.7490911091504714,0.9876709353512038,False
HRG,9,89,0.0253832301805221,0.0488253547034997,-0.09082548399919203,-0.7765024460125546,0.5948514780141706,387.0,0.8729448654711995,0.9937638488200164,False
ADAMTS12,9,89,0.1922283216885507,0.1653343612998065,-0.0908156802327402,-0.7764926167955161,0.5948612563300356,393.0,0.9313787822539278,0.9956807335953722,False
ADRA2C,9,89,-0.0103324277449135,-0.002682402717637,-0.09076922172077247,-0.7764460377145528,0.5949075942730078,376.0,0.7678142797180484,0.9876709353512038,False
FHIT,9,89,0.0501279328451482,0.0395257050560328,-0.09067429596677469,-0.7763508658012596,0.5950022738677102,348.0,0.5223832092883733,0.9698276949599787,False
ZNF423,9,89,0.0727196564351646,0.1084779093441644,-0.09064593411829024,-0.7763224304554348,0.5950305622188543,343.0,0.48318857063427856,0.9646018993590793,False
CYP27B1,9,89,-0.3407325981073808,-0.2811969498454548,-0.09063772874018527,-0.7763142038180708,0.5950387463377003,332.0,0.40287396367691164,0.9530254673734436,False
RTL1,9,89,-0.0551481416144652,-0.0560986405007862,-0.09052912174754087,-0.7762053156175525,0.5951470721224706,346.0,0.5065117548969664,0.9659925842435126,False
LRRC55,9,89,-0.0737897145289399,-0.0693804167338219,-0.09044852400179522,-0.7761245094040279,0.5952274614004374,370.0,0.7120950087684912,0.9840489123101998,False
PPP6R2,9,89,-0.1564877233772848,-0.1374096635893587,-0.09039603776058197,-0.7760718875058348,0.595279811984671,380.0,0.8056595809967255,0.9881853715611386,False
ACAP3,9,89,-0.132477357197638,-0.1380524820029607,-0.09038553468654939,-0.7760613572948009,0.595290287921702,372.0,0.7305146847786324,0.9853952315328111,False
ECHDC3,9,89,0.0180607476888191,0.0448535155022832,-0.09033284591728874,-0.7760085324400875,0.59534284060551,352.0,0.5548754399389757,0.9698276949599787,False
CD151,9,89,-0.2180185883207712,-0.2168053408714445,-0.09030634698536531,-0.7759819650962502,0.5953692711255195,391.0,0.9118438038130047,0.9949051506736636,False
MAOB,9,89,0.0319273126012414,0.0411076661626305,-0.09030526333306627,-0.7759808786467286,0.595370351980596,369.0,0.7029470027687048,0.9830402984437409,False
NECTIN2,9,89,0.0490418803188622,-5.709092985099057e-05,-0.09023606861019452,-0.775911505381574,0.595439368161185,398.0,0.9803716852617672,0.9994376036805778,False
SLC13A4,9,89,0.0506693840968369,0.0633918285472446,-0.09020438509055133,-0.7758797401550033,0.5954709699739007,393.0,0.9313787822539278,0.9956807335953722,False
